PokerStars Tournoi #3877806300, No Limit Hold'em
Super Satellite
Buy-in : €0.90/€0.10 EUR
100 joueurs
Dotation totale : €90.00 EUR 
Tournoi cible #3877806153 Buy-in : €10.00 EUR
Tournoi commencé 19/04/2025 10:05:00 CET [19/04/2025 4:05:00 ET]

  1: 85dramaqueen (Espagne), encore en lice
  2: Augusto43 (Espagne), encore en lice
  3: Cannaillou (France), encore en lice
  4: CoolTEU (France), encore en lice
  5: Coroillas [2] (Espagne), encore en lice
  6: EDSACA (Espagne), encore en lice
  7: Eltarado1 (Espagne), encore en lice
  8: Gaelle0504 (France), encore en lice
  9: Gahu53 (France), encore en lice
  10: Jansky61 (France), encore en lice
  11: JimmyCassetout (France), encore en lice
  12: Joelbino11 (Espagne), encore en lice
  13: Ketsung1 [2] (Portugal), encore en lice
  14: Lopic14 (Espagne), encore en lice
  15: MAFER34 (Espagne), encore en lice
  16: Maniatic0 (Espagne), encore en lice
  17: Meik342 (Espagne), encore en lice
  18: Menxud0 (Espagne), encore en lice
  19: Mkstars78 (France), encore en lice
  20: NIKITAANNA (France), encore en lice
  21: Oxigénio (Portugal), encore en lice
  22: PandoreBox88 (France), encore en lice
  23: Rainbowsky2007 (Espagne), encore en lice
  24: Sephiroth 65 (Espagne), encore en lice
  25: TITOSETE (France), encore en lice
  26: Titou235 (France), encore en lice
  27: Tyler_DurdeNne (France), encore en lice
  28: arnausanchez [2] (Espagne), encore en lice
  29: ases253 (Espagne), encore en lice
  30: azabache70 (Espagne), encore en lice
  31: beebee77130 [2] (France), encore en lice
  32: castro1392 (Espagne), encore en lice
  33: chokyfox (France), encore en lice
  34: chulo198093 (Espagne), encore en lice
  35: coyote1364 (France), encore en lice
  36: césarcesitar (Espagne), encore en lice
  37: danydu0057@ (France), encore en lice
  38: fercar2 (Espagne), encore en lice
  39: games13140 [2] (France), encore en lice
  40: japendin1975 (Espagne), encore en lice
  41: l@coloni@le (France), encore en lice
  42: leo felicidad (France), encore en lice
  43: ludolman24 (Espagne), encore en lice
  44: luischinato (Espagne), encore en lice
  45: matis182 (France), encore en lice
  46: nicko8419 (Espagne), encore en lice
  47: nour851114 (Espagne), encore en lice
  48: parazozo [2] (Espagne), encore en lice
  49: patoch-A2L (France), encore en lice
  50: pelotari137 (Espagne), encore en lice
  51: pokkker-AAAA (Espagne), encore en lice
  52: remsanlolu (France), encore en lice
  53: ressward (Espagne), encore en lice
  54: samudiazz10 (Espagne), encore en lice
  55: sergiofpm (Portugal), encore en lice
  56: serninator (Espagne), encore en lice
  57: titi455500 (France), encore en lice
  58: txuko1990 (Portugal), encore en lice
  59: valdemaris (Espagne), encore en lice
  60: valmes10 (Espagne), encore en lice
  61: fredjub (France), 
  62: psychoman59 (France), 
  63: Coroillas (Espagne), 
  64: pokedebon (Espagne), 
  65: arnausanchez (Espagne), 
  66: fan177 (France), 
  67: simisol (Espagne), 
  68: beebee77130 (France), 
  69: doonmedina [2] (Espagne), 
  70: quebedo7 (Espagne), 
  71: ugho2023 (France), 
  72: caribou0418 (France), 
  73: games13140 (France), 
  74: parazozo (Espagne), 
  75: thierryjosse [2] (France), 
  76: jesuleitor (Espagne), 
  77: zouz89 (France), 
  78: Domingues_27903 (Portugal), 
  79: Guy70200 (France), 
  80: janisen230 (Espagne), 
  81: andreutorras (Espagne), 
  82: doonmedina (Espagne), 
  83: alexklk09 (Espagne), 
  84: thierryjosse (France), 
  85: tiptop365 (France), 
  86: mp30081972 @ (France), 
  87: bracco2555 [2] (France), 
  88: corwin1972 (France), 
  89: nunombrito (Portugal), 
  90: toniofodes (France), 
  91: bracco2555 (France), 
  92: misteribra (France), 
  93: JulioDias1969 (Portugal), 
  94: danes34 (Espagne), 
  95: olivier-6238 (France), 
  96: Andygamalero (Espagne), 
  97: ask asq520 (Espagne), 
  98: Ketsung1 (Portugal), 
  99: luismas74 (Espagne), 
  100: m'alain95 (France), 
Vous avez terminé le tournoi (éliminé lors de la main #255797481711).


