PokerStars Tournoi #3928296393, No Limit Hold'em
Super Satellite
Buy-in : €0.90/€0.10 EUR
106 joueurs
Dotation totale : €95.40 EUR 
Tournoi cible #3928296311 Buy-in : €10.00 EUR
Tournoi commencé 17/09/2025 10:05:00 CET [17/09/2025 4:05:00 ET]

  1: ARDV62 (France), encore en lice
  2: Biyey11 (Espagne), encore en lice
  3: Page243 (France), encore en lice
  4: carlosg205 (Espagne), encore en lice
  5: darckben1300 (France), encore en lice
  6: datil1970 (Espagne), encore en lice
  7: davpokstar (France), encore en lice
  8: fermentoes20 (Portugal), encore en lice
  9: jotauve149 (Espagne), encore en lice
  10: manu3945 (France), encore en lice
  11: mario25hospi (Espagne), encore en lice
  12: pôline (France), encore en lice
  13: supersoumia (France), encore en lice
  14: tche1976 (France), encore en lice
  15: toxicomax38 (France), encore en lice
  16: xcm22 (Espagne), encore en lice
  17: psychoman59 (France), 
  18: houss140dz (France), 
  19: JULIDO2002 (Espagne), 
  20: Diogofmr (Portugal), 
  21: jacquie kim jif (France), 
  22: Sergonpo (Espagne), 
  23: guacamayo2025 (Espagne), 
  24: Pleurland (France), 
  25: LesOTH (France), 
  26: Pepas#Ref [2] (Portugal), 
  27: Maanonu2522 (France), 
  28: Olgamboa (Espagne), 
  29: laptitejulaye (France), 
  30: lito3282 (Espagne), 
  31: nolicana (France), 
  32: françois85 [2] (France), 
  33: Pocho0o (Espagne), 
  34: capsule002 (France), 
  35: ibanuko (Espagne), 
  36: rekop_person (Espagne), 
  37: Pierre45396 [2] (France), 
  38: penelopez72 (Espagne), 
  39: rebebalta (Espagne), 
  40: IOnisesaI [2] (Espagne), 
  41: Valeksandre (France), 
  42: llatima (Espagne), 
  43: gasparyana (Espagne), 
  44: meumenino10 (Portugal), 
  45: yeuxbleux974 (Réunion), 
  46: Tita618 (Portugal), 
  47: mik85000 (France), 
  48: brune7777 (France), 
  49: Mikmik2710 (France), 
  50: Uhj87 [2] (France), 
  51: charle24370 (France), 
  52: djé68000 (France), 
  53: boue103 (France), 
  54: Alfil58 (Espagne), 
  55: pat1605 (France), 
  56: luisito4070 (Espagne), 
  57: luischinato (Espagne), 
  58: albertocestt (Espagne), 
  59: sibreve (Espagne), 
  60: Mr.GigaGrind (Hongrie), 
  61: JuanCuestaPresi [2] (Espagne), 
  62: lu1sg (Portugal), 
  63: margog55 (Espagne), 
  64: Uhj87 (France), 
  65: eldense25 (Espagne), 
  66: xuperic [2] (Espagne), 
  67: françois85 (France), 
  68: juanluis1100 (Espagne), 
  69: tallesbertann (Portugal), 
  70: OlO84000 [2] (France), 
  71: ZyzyF0x (France), 
  72: Flekillo (Espagne), 
  73: JuanCuestaPresi (Espagne), 
  74: xuperic (Espagne), 
  75: borja.9222 (Espagne), 
  76: silvioton (Espagne), 
  77: Pepas#Ref (Portugal), 
  78: nenuka79 [2] (Espagne), 
  79: carlimerino (Espagne), 
  80: Zoogin774 (France), 
  81: tsetse1205 (France), 
  82: xavT02 (France), 
  83: Dj_Full_ZgZ (Espagne), 
  84: mcwilo (Espagne), 
  85: Pierre45396 (France), 
  86: benandcoco (France), 
  87: guipoups (France), 
  88: Drizz62 (France), 
  89: coco57600 (France), 
  90: odace15 [2] (France), 
  91: queli8 (Espagne), 
  92: Joseuto62 (Espagne), 
  93: 14salinas14 (Espagne), 
  94: ulker28 (France), 
  95: Isaisaac (Espagne), 
  96: gabm1758 (France), 
  97: nenuka79 (Espagne), 
  98: OlO84000 (France), 
  99: jsaispasjouer25 (France), 
  100: WildPhoenix34 (France), 
  101: sebok86240 (France), 
  102: JACCOU62FR (France), 
  103: james67sang (France), 
  104: IOnisesaI (Espagne), 
  105: odace15 (France), 
  106: brayani2oi2 (Espagne), 

Vous avez terminé à la 17e place (éliminé lors de la main #257776750953).


