PokerStars Tournoi #3850785043, No Limit Hold'em
Super Satellite
Buy-in : €9.00/€1.00 EUR
187 joueurs
Dotation totale : €1683.00 EUR 
Tournoi cible #3850785037 Buy-in : €50.00 EUR
Tournoi commencé 24/01/2025 15:15:00 CET [24/01/2025 9:15:00 ET]

  1: .Karbu.2.P.AA.C (France), encore en lice
  2: 33140Dadou33140 (France), encore en lice
  3: Akaadoc (France), encore en lice
  4: Anduril73 (Espagne), encore en lice
  5: Arnaldo Mei. (Portugal), encore en lice
  6: ArnauFI (Espagne), encore en lice
  7: BalkanskiŠpijun (France), encore en lice
  8: BourbonKid217 (France), encore en lice
  9: Cantona57 (France), encore en lice
  10: DavidHM8 (Espagne), encore en lice
  11: Dentex8383 (France), encore en lice
  12: DiegoEl36 (Espagne), encore en lice
  13: HIUKANSON (Espagne), encore en lice
  14: IvánJR (Espagne), encore en lice
  15: Lauwriss (France), encore en lice
  16: LoGow_ [2] (France), encore en lice
  17: LoLow8878 [2] (France), encore en lice
  18: MajesticXep [2] (Espagne), encore en lice
  19: Math062014 (France), encore en lice
  20: McDodo86 (France), encore en lice
  21: MiguelRibeiro8 (Portugal), encore en lice
  22: Miguelhp73 (Espagne), encore en lice
  23: NickNico888 [2] (Portugal), encore en lice
  24: Penumbra888 (Espagne), encore en lice
  25: Polaryze (France), encore en lice
  26: RLenaerts6 [2] (Portugal), encore en lice
  27: Rslb13 (Portugal), encore en lice
  28: SEVA2018 [2] (Bélarus), encore en lice
  29: Shiryox7 (France), encore en lice
  30: TheAdri03 (Espagne), encore en lice
  31: Uranide (France), encore en lice
  32: Xpko666 (Portugal), encore en lice
  33: Znor1982 [2] (France), encore en lice
  34: antonilopeta (Espagne), encore en lice
  35: bernouch (France), encore en lice
  36: blackace427 (France), encore en lice
  37: bmwx111 (France), encore en lice
  38: brazao750 (Portugal), encore en lice
  39: canichon06 (France), encore en lice
  40: colmenar50 (Espagne), encore en lice
  41: eclipse33640 (France), encore en lice
  42: enanja5 (Espagne), encore en lice
  43: fjmaster29 (Espagne), encore en lice
  44: fred6974 (France), encore en lice
  45: garedu (Espagne), encore en lice
  46: girl1991 (France), encore en lice
  47: gonxaskns (Espagne), encore en lice
  48: gv10026 (Espagne), encore en lice
  49: hhemmza (France), encore en lice
  50: ifold1893 (Portugal), encore en lice
  51: jlolaloub [2] (France), encore en lice
  52: jmkora31 (France), encore en lice
  53: johladouille74 (France), encore en lice
  54: kedies22 (Espagne), encore en lice
  55: kenchiro27 (France), encore en lice
  56: lucas3d2011 (Espagne), encore en lice
  57: madinreal94 (France), encore en lice
  58: manu3945 [2] (France), encore en lice
  59: mm33143 (France), encore en lice
  60: muger2804 (Espagne), encore en lice
  61: mychtopelo (France), encore en lice
  62: nicomathis02 (France), encore en lice
  63: pacorro2 (Espagne), encore en lice
  64: pasticcione88 (Argentine), encore en lice
  65: patrickpok7 (France), encore en lice
  66: reagan2910 (Espagne), encore en lice
  67: sanpika (Espagne), encore en lice
  68: soiio (Espagne), encore en lice
  69: staphe77 (France), encore en lice
  70: steflaura (France), encore en lice
  71: tanoro (Espagne), encore en lice
  72: tapis28 (France), encore en lice
  73: tienbastien (France), encore en lice
  74: yerayvlb (Espagne), encore en lice
  75: yonovoyxd (Espagne), encore en lice
  76: yowy1 (Espagne), encore en lice
  77: zaragoza.744 (Espagne), encore en lice
  78: psychoman59 [2] (France), 
  79: stevemichael1 (France), 
  80: JeMiSejsuisMax (France), 
  81: Fanjaud.N (France), 
  82: Edd15808 (Espagne), 
  83: ziggy4972 (Portugal), 
  84: alfrediego14 (Espagne), 
  85: xllau (Espagne), 
  86: GTWAH [4] (France), 
  87: SEVA2018 (Bélarus), 
  88: BESTOFFF (France), 
  89: VSALAS83 (Espagne), 
  90: jimenez185 (Espagne), 
  91: Albeertooo (Espagne), 
  92: txamanida (Espagne), 
  93: jacouille77 (France), 
  94: xxvidal (Espagne), 
  95: marc_G18 (Espagne), 
  96: glefe (France), 
  97: Magua2016 (France), 
  98: ratillabob (Espagne), 
  99: QUIALT (Espagne), 
  100: Znor1982 (France), 
  101: newlasvegas (France), 
  102: NickNico888 (Portugal), 
  103: jessy0981 (France), 
  104: djermsbud28 (France), 
  105: ASDEESPADAS95 (Portugal), 
  106: coline17 (France), 
  107: tomoegozen73 (France), 
  108: RLenaerts6 (Portugal), 
  109: pat8592 (France), 
  110: PADIPADIPADI (Espagne), 
  111: GTWAH [3] (France), 
  112: mathijauskas (Espagne), 
  113: sebsimplement (France), 
  114: elvis01028 (Espagne), 
  115: miazukara (France), 
  116: errOr055 (France), 
  117: JACKSPIGNOUFE (France), 
  118: LoGow_ (France), 
  119: raulgarciar5 (Espagne), 
  120: carlosrjo (Espagne), 
  121: HijoputaHeck (Espagne), 
  122: jeromek2290 (France), 
  123: pmyjmr (France), 
  124: vitysg (Espagne), 
  125: RedObiwan (France), 
  126: Aitorosky (Espagne), 
  127: oliverelipa (Espagne), 
  128: psychoman59 (France), 
  129: coridoras34 (France), 
  130: minion25574 (Espagne), 
  131: lulu013760 (France), 
  132: GTWAH [2] (France), 
  133: javviiersegadoo (Espagne), 
  134: girlpowerpok (France), 
  135: JaayZ14 (Espagne), 
  136: Sergiodeandres (Espagne), 
  137: IDzeko11 (Espagne), 
  138: Milos 0311 (Espagne), 
  139: jlolaloub (France), 
  140: okyto63 (Espagne), 
  141: ivanmon82 (Espagne), 
  142: douzoulay (France), 
  143: TheLaiser (Espagne), 
  144: Sr. CALAMAR (Espagne), 
  145: JNMR (Portugal), 
  146: gasnarcy93 (France), 
  147: toteuf76 (France), 
  148: miguelizz (Espagne), 
  149: Andjety74 (France), 
  150: fernandixxco (Espagne), 
  151: JH_881 (Espagne), 
  152: LoLow8878 (France), 
  153: FonzInSpain (Espagne), 
  154: tonypepit461 (Espagne), 
  155: Barradas2003 (Portugal), 
  156: 139mikel (Espagne), 
  157: kopiste (France), 
  158: speedphil (France), 
  159: CrispyCris2 (Portugal), 
  160: cigalila (Espagne), 
  161: toromonte (Espagne), 
  162: Anthodu56 (France), 
  163: xXxKROSSxXx (Espagne), 
  164: ElShark17 (France), 
  165: soldat976 (France), 
  166: philihp914 (France), 
  167: PETITBOUT80 (France), 
  168: rafaelmartins05 (Portugal), 
  169: GTWAH (France), 
  170: Djooo14 (France), 
  171: MajesticXep (Espagne), 
  172: Kelvi19 (France), 
  173: galouzass (France), 
  174: cvc1962 (Espagne), 
  175: Needag [2] (France), 
  176: Jcalderon2004 (Espagne), 
  177: manu3945 (France), 
  178: Paco1234567890 (Espagne), 
  179: SasoriMan (Espagne), 
  180: Needag (France), 
  181: fabchle34 (France), 
  182: tonety45 (Espagne), 
  183: ArbolAndante (Espagne), 
  184: AwiAwiflao (Espagne), 
  185: nunorui (Portugal), 
  186: javipork (Espagne), 
  187: chdid190 (France), 
Vous avez terminé le tournoi (éliminé lors de la main #254529624697).Vous avez terminé le tournoi.


Vous avez pris 1 re-entry pour un total de €10,00.

