PokerStars Tournoi #3642034471, No Limit Hold'em
Buy-in : €0.90/€0.10 EUR
873 joueurs
Dotation totale : €785.70 EUR 
Tournoi commencé 12/09/2023 15:45:00 CET [12/09/2023 9:45:00 ET]

  1: 155311 (Portugal), encore en lice
  2: 1CAND100 (France), encore en lice
  3: 31totor66 (France), encore en lice
  4: 568slb (Portugal), encore en lice
  5: 66RERE (France), encore en lice
  6: ALPKK (Espagne), encore en lice
  7: ASR59 (Espagne), encore en lice
  8: Abel1510 [2] (France), encore en lice
  9: Adri8313 [2] (Espagne), encore en lice
  10: Aiinhoaa8 (Espagne), encore en lice
  11: AliciaRS (Espagne), encore en lice
  12: Alvaroromero14 (Espagne), encore en lice
  13: Atomicpsi [2] (Portugal), encore en lice
  14: Aveiga12 (Espagne), encore en lice
  15: BRINDILLE83 (France), encore en lice
  16: BURNE34 [2] (France), encore en lice
  17: Balz1991 [2] (Espagne), encore en lice
  18: Batatao83 (Portugal), encore en lice
  19: Bblack_bosss [2] (Espagne), encore en lice
  20: Belle-Poule [2] (France), encore en lice
  21: Benjben226 (France), encore en lice
  22: BoulPat40 [2] (France), encore en lice
  23: Brais1313 (Espagne), encore en lice
  24: CESCORPION (Espagne), encore en lice
  25: CHEPY77 (France), encore en lice
  26: COSWORTH9895 (Espagne), encore en lice
  27: CarHand (Espagne), encore en lice
  28: Carlos Ribo (Espagne), encore en lice
  29: Chanata42 (Portugal), encore en lice
  30: Clement78gagne (France), encore en lice
  31: ColonelDeath (France), encore en lice
  32: DAMAL63 (France), encore en lice
  33: DAVESEB83 [2] (France), encore en lice
  34: Danieletix32 (Espagne), encore en lice
  35: Darkvador566 (France), encore en lice
  36: David4050899 (France), encore en lice
  37: Domivin [2] (France), encore en lice
  38: DonMitre07 [2] (Espagne), encore en lice
  39: Doudemm (France), encore en lice
  40: DrValdi (Espagne), encore en lice
  41: DrWasito (France), encore en lice
  42: Drassiop (France), encore en lice
  43: Dream 12114 (Portugal), encore en lice
  44: Dreamspirit74 [2] (France), encore en lice
  45: EDUFIL (Espagne), encore en lice
  46: Eletric67 (Portugal), encore en lice
  47: Elminombre [2] (Espagne), encore en lice
  48: Enligne63 [2] (France), encore en lice
  49: Ensiguarmi89 (Espagne), encore en lice
  50: FaziGuita (Portugal), encore en lice
  51: FragerPT (Portugal), encore en lice
  52: Franki1972 (France), encore en lice
  53: GIVESHEEP (France), encore en lice
  54: GOTEDAN (Espagne), encore en lice
  55: GabrielMagiko (Espagne), encore en lice
  56: Ginkobiloba3 (France), encore en lice
  57: GodPulpo [2] (Espagne), encore en lice
  58: Grey214 (France), encore en lice
  59: Guibati1221 (Portugal), encore en lice
  60: Gussdelas [2] (Portugal), encore en lice
  61: Haakmossss (France), encore en lice
  62: Iancastellon (Espagne), encore en lice
  63: IdenN (Portugal), encore en lice
  64: Invicto1893 [2] (Portugal), encore en lice
  65: JADSEIXAS (Portugal), encore en lice
  66: JM_IVANHOE (France), encore en lice
  67: JimyCarter90 [2] (Espagne), encore en lice
  68: JoaoCunha16 [2] (Portugal), encore en lice
