PokerStars Tournoi #3942832448, No Limit Hold'em
Super Satellite
Buy-in : €0.90/€0.10 EUR
66 joueurs
Dotation totale : €59.40 EUR 
Tournoi cible #3942832378 Buy-in : €10.00 EUR
Tournoi commencé 03/11/2025 10:05:00 CET [03/11/2025 4:05:00 ET]

  1: 17moi (Espagne), encore en lice
  2: 3monts3 (France), encore en lice
  3: 513to+34 (Espagne), encore en lice
  4: DiagTipaTipa (France), encore en lice
  5: Everest PKR [2] (France), encore en lice
  6: GOLDEN164 [2] (Espagne), encore en lice
  7: Gusta577 (Espagne), encore en lice
  8: IOnisesaI [2] (Espagne), encore en lice
  9: Jmxriver (Espagne), encore en lice
  10: Kanidja1107 (Portugal), encore en lice
  11: Marwado (Espagne), encore en lice
  12: Ralph1027 (Espagne), encore en lice
  13: Romeo22901 (Espagne), encore en lice
  14: Spirit Chasing (Espagne), encore en lice
  15: Vouiiiii (France), encore en lice
  16: el kaoba (Espagne), encore en lice
  17: joaquin20310 (Espagne), encore en lice
  18: les verts 42 [2] (France), encore en lice
  19: mosa54 [2] (France), encore en lice
  20: pokalexy (France), encore en lice
  21: pokero636 (Espagne), encore en lice
  22: prosperix70 (Portugal), encore en lice
  23: totopokertou (France), encore en lice
  24: traelo (Espagne), encore en lice
  25: usher99270 (Portugal), encore en lice
  26: vvalleres (Espagne), encore en lice
  27: psychoman59 (France), 
  28: analunki (Espagne), 
  29: parazozo [2] (Espagne), 
  30: liham75014 (France), 
  31: ophelia300 (France), 
  32: PORRAZOS 99 (Espagne), 
  33: jacquie kim jif (France), 
  34: Luciaydavid09 (Espagne), 
  35: JoaachimD (France), 
  36: EJAllin27 (Espagne), 
  37: OpenDes (France), 
  38: mosa54 (France), 
  39: P.T.Marinov (Espagne), 
  40: les verts 42 (France), 
  41: chicaro23 (Espagne), 
  42: P. Rey 95 (Espagne), 
  43: freedomrasta [2] (France), 
  44: Peet7504 (Espagne), 
  45: x_MaRLaCa_x (Espagne), 
  46: parazozo (Espagne), 
  47: Domi 7S (France), 
  48: GOLDEN164 (Espagne), 
  49: FabulousDje (France), 
  50: ninine95 (France), 
  51: fermat10 (Espagne), 
  52: Calvito0 (Espagne), 
  53: freedomrasta (France), 
  54: asparaggi (Espagne), 
  55: SmilinGrass420 (Espagne), 
  56: Rifter154 (Espagne), 
  57: Everest PKR (France), 
  58: elchatass (France), 
  59: juanjo23693 (Espagne), 
  60: Ess_Yezzy (Espagne), 
  61: Raúl447 (Espagne), 
  62: IOnisesaI (Espagne), 
  63: Oasis Hektor (Espagne), 
  64: gooldoo (Espagne), 
  65: az7271 (Espagne), 
  66: Betty130678 (France), 

Vous avez terminé à la 27e place (éliminé lors de la main #258367776600).


