PokerStars Tournoi #3531223489, No Limit Hold'em
Buy-in : €4.50/€0.50 EUR
1613 joueurs
Dotation totale : €7258.50 EUR 
Tournoi commencé 17/01/2023 17:00:00 CET [17/01/2023 11:00:00 ET]

  1: *MKrAkOviAG* (Espagne), encore en lice
  2: 2001jam53 (Espagne), encore en lice
  3: 2eLixo (Brésil), encore en lice
  4: @zagor@za [2] (Espagne), encore en lice
  5: ALEXmvpALEX (Lituanie), encore en lice
  6: APKA73 (Réunion), encore en lice
  7: AlbertoRo7 (Espagne), encore en lice
  8: Arnedo13 (Espagne), encore en lice
  9: Artenarapapa (Espagne), encore en lice
  10: B757200 (Espagne), encore en lice
  11: BusyD8 (France), encore en lice
  12: CDellagustin (Brésil), encore en lice
  13: Chapy2104 [2] (Espagne), encore en lice
  14: Charixx210 (France), encore en lice
  15: Checkask71 [2] (France), encore en lice
  16: DiogoPoker13 (Portugal), encore en lice
  17: Djay_P1990 (Portugal), encore en lice
  18: EL MOI-76 [2] (Espagne), encore en lice
  19: FlimsonES (Viêt Nam), encore en lice
  20: FlávioMatias (Portugal), encore en lice
  21: Fontao1922 (Portugal), encore en lice
  22: Gaetan2601 (France), encore en lice
  23: Ganfias1987 (Portugal), encore en lice
  24: GerMaDoub6 [2] (France), encore en lice
  25: GingerFleckles (Uruguay), encore en lice
  26: GrinGos2831 (France), encore en lice
  27: HArsheley (France), encore en lice
  28: IniestaDeMivida [2] (Espagne), encore en lice
  29: Inthemoneybro (France), encore en lice
  30: IronEveryDay (Brésil), encore en lice
  31: Isak8488 (Espagne), encore en lice
  32: Ivanov814 (Espagne), encore en lice
  33: JOANTURRAI (Espagne), encore en lice
  34: Jorgecarrral [2] (Espagne), encore en lice
  35: JosePaia (Portugal), encore en lice
  36: Julioluislol (Portugal), encore en lice
  37: Kamelot22 (Portugal), encore en lice
  38: Kicionas3 [2] (Lituanie), encore en lice
  39: Kitailegoat (France), encore en lice
  40: LACREAsimon (Espagne), encore en lice
  41: LMRPokerstar [2] (Portugal), encore en lice
  42: LOUBABALKAN (France), encore en lice
  43: LaBosque (France), encore en lice
  44: LaSanGi (Espagne), encore en lice
  45: Ladera29 (Espagne), encore en lice
  46: Luciole758 (France), encore en lice
  47: LuckyBulbash (Bélarus), encore en lice
  48: LuisMarto03 (Portugal), encore en lice
  49: M.Soobeyran [2] (France), encore en lice
  50: Macostar [2] (France), encore en lice
  51: Marquecito (Espagne), encore en lice
  52: Mepica1huevo (Espagne), encore en lice
  53: Mikapoker972 [2] (France), encore en lice
  54: MuchBetterThanU (Brésil), encore en lice
  55: Murakamaa (Kazakhstan), encore en lice
  56: NicoDog7 (Portugal), encore en lice
  57: Novak_NL94 (Thaïlande), encore en lice
  58: Odoacro08 (Espagne), encore en lice
  59: Ramarais (Portugal), encore en lice
  60: Richi785 (Espagne), encore en lice
  61: RomeraloAA (Espagne), encore en lice
  62: Rulon&EVRO (Ukraine), encore en lice
  63: SelmaCompas [2] (Portugal), encore en lice
  64: TINTON27 (Portugal), encore en lice
  65: TomSpiin (France), encore en lice
  66: Tristan71940 (France), encore en lice
  67: Ursão da Mamãe (Brésil), encore en lice
  68: Vilasbond [2] (Portugal), encore en lice
