PokerStars Tournoi #3699896725, No Limit Hold'em
Super Satellite
Buy-in : €0.90/€0.10 EUR
99 joueurs
Dotation totale : €100.00 EUR 
Tournoi cible #3699894961 Buy-in : €10.00 EUR
Tournoi commencé 20/01/2024 8:15:00 CET [20/01/2024 2:15:00 ET]

  1: 2PaCrRoNdO (Espagne), encore en lice
  2: 3betCapuche (France), encore en lice
  3: ArTuRo@090917 (France), encore en lice
  4: BPM37093 (France), encore en lice
  5: Bilintx703 (Espagne), encore en lice
  6: C@rlsberg (Portugal), encore en lice
  7: CMNOH (France), encore en lice
  8: Fokinha12 (Portugal), encore en lice
  9: Foutchis (Espagne), encore en lice
  10: FuryFlush (France), encore en lice
  11: Jer0421 (France), encore en lice
  12: Krapis37 (Espagne), encore en lice
  13: La Rafle 777 (France), encore en lice
  14: Laomindy (France), encore en lice
  15: Laora17 [2] (France), encore en lice
  16: Lemso75 (France), encore en lice
  17: Mamy Tartine (France), encore en lice
  18: Nico08Star (Espagne), encore en lice
  19: POLORIS (France), encore en lice
  20: PaToloose (France), encore en lice
  21: Patrail (France), encore en lice
  22: Rubens-RB-33 (France), encore en lice
  23: SrNegrii (Espagne), encore en lice
  24: Sónia Araújo (Portugal), encore en lice
  25: TAF976 (France), encore en lice
  26: Tarek8822 (Espagne), encore en lice
  27: TebanBen (Espagne), encore en lice
  28: Thelma34 (France), encore en lice
  29: alichekri (Espagne), encore en lice
  30: aquaweed (France), encore en lice
  31: asieeerr (Espagne), encore en lice
  32: bidul888655 (France), encore en lice
  33: cameleon3182 (France), encore en lice
  34: crbl_rus (Espagne), encore en lice
  35: darkitty17 (Espagne), encore en lice
  36: delpozo2727 (Espagne), encore en lice
  37: draponoir (France), encore en lice
  38: drikce81 (France), encore en lice
  39: el mantekas (Espagne), encore en lice
  40: eseaere (Espagne), encore en lice
  41: fsanto_pt (Portugal), encore en lice
  42: guarrenviti (Espagne), encore en lice
  43: inanyu (Espagne), encore en lice
  44: jeanluc62110 (France), encore en lice
  45: josefo_2009 (Espagne), encore en lice
  46: juanitomolli (Espagne), encore en lice
  47: juanjo23693 (Espagne), encore en lice
  48: jumavichu (Espagne), encore en lice
  49: kukil3o (Espagne), encore en lice
  50: mgarc964 (Espagne), encore en lice
  51: miroski3118 (Espagne), encore en lice
  52: morene554 (Espagne), encore en lice
  53: mou3adino (Espagne), encore en lice
  54: naBuKKonOzoR (France), encore en lice
  55: oOiannosOo (France), encore en lice
  56: obkorn (Espagne), encore en lice
  57: onosender (France), encore en lice
  58: ozeur85 (France), encore en lice
  59: paul sama (Espagne), encore en lice
  60: pawel231982 [2] (Espagne), encore en lice
  61: pencho pench (Espagne), encore en lice
  62: ploume1905 (France), encore en lice
  63: ragdeteam (Portugal), encore en lice
  64: rako46 (France), encore en lice
  65: rasec642 (Espagne), encore en lice
  66: raul sevilla (Espagne), encore en lice
  67: sampoker4 (France), encore en lice
  68: seb083105 (France), encore en lice
  69: sven.hasel (Espagne), encore en lice
  70: sybill1028 (France), encore en lice
  71: teahupoo13 (France), encore en lice
  72: trolla322 (Espagne), encore en lice
  73: victitor84 (Espagne), encore en lice
  74: yut34 (France), encore en lice
  75: zemozefok (France), encore en lice
  76: psychoman59 (France), 
  77: Empress06 (Espagne), 
  78: nefta69 (Espagne), 
  79: juancepas (Espagne), 
  80: jeanchantome (France), 
  81: alejandrortt (Espagne), 
  82: lazaa4230 (France), 
  83: lololharmo (France), 
  84: LDesch7 (France), 
  85: Laora17 (France), 
  86: shoushouse (France), 
  87: verdingolapx (Portugal), 
  88: sierco135 (Espagne), 
  89: NUNOMARIA43 (Portugal), 
  90: Jordanfanny44 (France), 
  91: DJiss22 (France), 
  92: valentinkD (Espagne), 
  93: aurooremth51 (France), 
  94: CHICLERO (Espagne), 
  95: pawel231982 (Espagne), 
  96: leyafi (Espagne), 
  97: bimmer235 (Portugal), 
  98: ROSER111 (Espagne), 
  99: ercanuto69 (Espagne), 
  100: HeiRub017 (Espagne), 
Vous avez terminé le tournoi (éliminé lors de la main #248384403652).


