PokerStars Tournoi #3527082155, No Limit Hold'em
Buy-in : €4.50/€0.50 EUR
987 joueurs
Dotation totale : €6000.00 EUR 
Tournoi commencé 10/01/2023 17:00:00 CET [10/01/2023 11:00:00 ET]

  1: # BRUX010 # (Brésil), encore en lice
  2: $fisur$ (Espagne), encore en lice
  3: **Osperamo** (Espagne), encore en lice
  4: .maarcusOG (Espagne), encore en lice
  5: 10redingtontomy (Espagne), encore en lice
  6: 11ooduplica [2] (Argentine), encore en lice
  7: 1carrillo1 (Espagne), encore en lice
  8: 27nerub (Portugal), encore en lice
  9: 2R_King (France), encore en lice
  10: 4aku11 (Ukraine), encore en lice
  11: 900D (Espagne), encore en lice
  12: @zagor@za (Espagne), encore en lice
  13: A.Mirassol (Portugal), encore en lice
  14: ACAPULCO7 [2] (Espagne), encore en lice
  15: AFPLS (Espagne), encore en lice
  16: AHMJ888 (France), encore en lice
  17: AROD4REAL [2] (Espagne), encore en lice
  18: Adriangon88 [2] (Espagne), encore en lice
  19: AeOUI (France), encore en lice
  20: Akaneton [2] (Portugal), encore en lice
  21: AlGasaax (France), encore en lice
  22: Alarasbat13 [2] (France), encore en lice
  23: AlcalaTeam (Espagne), encore en lice
  24: Alegria42 (Espagne), encore en lice
  25: AlexBlack1kk (Ukraine), encore en lice
  26: Alienvalue (France), encore en lice
  27: Am0x (Espagne), encore en lice
  28: AndriwMaconajiu (Espagne), encore en lice
  29: Andrjey7777 (Ukraine), encore en lice
  30: AnthoninM [2] (France), encore en lice
  31: AppelezDoncSaul (France), encore en lice
  32: Arconte_1 (Espagne), encore en lice
  33: Arnedo13 (Espagne), encore en lice
  34: Articover [2] (Portugal), encore en lice
  35: As Fra 27 [2] (Portugal), encore en lice
  36: Audryck2011 (France), encore en lice
  37: BANE397 (France), encore en lice
  38: BKF999 (France), encore en lice
  39: BLATO$PHERA (Kazakhstan), encore en lice
  40: BWhaleroos [2] (Finlande), encore en lice
  41: BaLaLae4kA_AA (Bélarus), encore en lice
  42: BaraodaSpwzdina (Brésil), encore en lice
  43: Bashmachok10 (Kazakhstan), encore en lice
  44: Bastif78 [2] (France), encore en lice
  45: BenRuu10 (Espagne), encore en lice
  46: Benitokmela7 [2] (Espagne), encore en lice
  47: Benoît S (France), encore en lice
  48: Bens DTC (France), encore en lice
  49: BionOgurcov (Ukraine), encore en lice
  50: Borja_Chico (Espagne), encore en lice
  51: BrazaPT03 (Portugal), encore en lice
  52: BridgeNine (France), encore en lice
  53: Bronsonwy (Portugal), encore en lice
  54: Bruninhosilva7 (Portugal), encore en lice
  55: BrunoDsunguinha (Brésil), encore en lice
  56: CHICLERO (Espagne), encore en lice
  57: CaptainDani10 (Espagne), encore en lice
  58: CaraRude (Portugal), encore en lice
  59: CarloosAM (Brésil), encore en lice
  60: Cecelzeraa (Brésil), encore en lice
  61: ChiflyAtk [2] (Espagne), encore en lice
  62: Chinas20 (Portugal), encore en lice
  63: CocasFlush (Portugal), encore en lice
  64: CoelhooPKR (Portugal), encore en lice
  65: Coin97 (Espagne), encore en lice
  66: ComeSaySry (Bélarus), encore en lice
  67: CorrerPlata (Brésil), encore en lice
  68: Cris1898 (Espagne), encore en lice
  69: Cristopher91 (Espagne), encore en lice
  70: D.CHEMAK (Espagne), encore en lice
  71: DRVR_20 (Portugal), encore en lice
  72: Dafolhaseca (Portugal), encore en lice
  73: Damien280699 (France), encore en lice
  74: DaniGM88 (Espagne), encore en lice
  75: Danigl_12 (Espagne), encore en lice
  76: Darkvador566 (France), encore en lice
  77: DavGomez (Portugal), encore en lice
  78: Dawk1ns (Bélarus), encore en lice
  79: Dawöl (France), encore en lice
  80: Deepyos [2] (Portugal), encore en lice
  81: DelCarmo10 (Portugal), encore en lice
  82: Delpino9 (Espagne), encore en lice
  83: Delprofi10 (Espagne), encore en lice
  84: DiGaReI (Portugal), encore en lice
  85: DoitlookingGood (Portugal), encore en lice
  86: DonnPicone (Brésil), encore en lice
  87: Doutorsp70 (Portugal), encore en lice
  88: Durable162 [2] (Bélarus), encore en lice
  89: EVshka [2] (Kazakhstan), encore en lice
  90: ElZetita18 (Espagne), encore en lice
  91: Enigmaty (Espagne), encore en lice
  92: Enthys1712 [2] (France), encore en lice
  93: FANETNAT (France), encore en lice
  94: FISHERMAN314101 [2] (France), encore en lice
  95: FakerPoker16 (Espagne), encore en lice
  96: Faquinha7 (Portugal), encore en lice
  97: Favorness (Ukraine), encore en lice
  98: Fidelio7773 (Espagne), encore en lice
  99: FigoFigueiredo (Brésil), encore en lice
  100: Firulais339 (Espagne), encore en lice
  101: FishFromParis [2] (Ukraine), encore en lice
  102: FlávioMatias (Portugal), encore en lice
  103: Fontao1922 (Portugal), encore en lice
  104: Fosayamen [2] (Espagne), encore en lice
  105: Foskyy (Espagne), encore en lice
  106: FrAwtz (Brésil), encore en lice
  107: Francois49400 (France), encore en lice
  108: FullScarFace8 (Espagne), encore en lice
  109: Fulll BeT [2] (France), encore en lice
  110: Fábio09 (Portugal), encore en lice
  111: GASPARSAPO (Espagne), encore en lice
  112: GE2224 (France), encore en lice
  113: GERONIMO6866 (France), encore en lice
  114: GLUCOMANNANO [2] (Espagne), encore en lice
  115: GLYOURLIFE [2] (Brésil), encore en lice
  116: GRINGGO750 (France), encore en lice
  117: Garanday777 (Bélarus), encore en lice
  118: Gen0.66 (France), encore en lice
  119: GioVs$s (Brésil), encore en lice
  120: GoldDragon28 (Portugal), encore en lice
  121: GrinGos2831 [2] (France), encore en lice
  122: HafTard14350 (France), encore en lice
  123: Hanouka23b (France), encore en lice
  124: Hastroy (Bélarus), encore en lice
  125: HellMomow (France), encore en lice
  126: Hello BoB:D (Bélarus), encore en lice
  127: HoracioRocha55 (Brésil), encore en lice
  128: Hégésippe [2] (France), encore en lice
  129: IMATUMII (France), encore en lice
  130: Ibiza furius [2] (Espagne), encore en lice
  131: IcoNFS (France), encore en lice
  132: ImAbeeL (Espagne), encore en lice
  133: InconitoSlim [2] (France), encore en lice
  134: Incubsk (Ukraine), encore en lice
  135: Inthemoneybro (France), encore en lice
  136: Ius-Money (Portugal), encore en lice
  137: Ivanov814 [2] (Espagne), encore en lice
  138: IyoPaez (Espagne), encore en lice
  139: J.Pamplona11 (Portugal), encore en lice
  140: JACKY-DE-07 (France), encore en lice
  141: JORGE GAL404 (Espagne), encore en lice
  142: Jabrahead (Ukraine), encore en lice
  143: JackBaby11 (Portugal), encore en lice
  144: JedisNon (France), encore en lice
  145: Joe brelan (France), encore en lice
  146: JohnnyBambouuu (France), encore en lice
  147: Johortet (Espagne), encore en lice
  148: Jonoliv (Portugal), encore en lice
  149: Joowwis (Espagne), encore en lice
  150: Jorgecarrral (Espagne), encore en lice
  151: Juankarr14 (Espagne), encore en lice
  152: JuliaRobles (Espagne), encore en lice
  153: Julius75019 (France), encore en lice
  154: KORAK03 (France), encore en lice
  155: KRUSH<3 (Ukraine), encore en lice
  156: KTF-MOOGLY (France), encore en lice
  157: Kalzonette (France), encore en lice
  158: Kelbete (France), encore en lice
  159: KiNgB0i0 (Portugal), encore en lice
  160: KillnHD (Portugal), encore en lice
  161: KingJCBrito (Brésil), encore en lice
  162: KingOfGutshot (Brésil), encore en lice
  163: Króf Kecifei (Hongrie), encore en lice
  164: LOLOTHECOSTOS (Espagne), encore en lice
  165: LPéri21 (Portugal), encore en lice
  166: LaB77340 (France), encore en lice
  167: LaKe-nL-ADyeux (France), encore en lice
  168: LadyCrypto (Espagne), encore en lice
  169: LanceART (France), encore en lice
  170: LeGrandTony (France), encore en lice
  171: LeeStoique (France), encore en lice
  172: Lookatmybutt (Arménie), encore en lice
  173: LordSatoshi (Portugal), encore en lice
  174: Lsmutley (Brésil), encore en lice
  175: Lucky8322053 (France), encore en lice
  176: LuckyBulbash (Bélarus), encore en lice
  177: LuckyDreamerTV [2] (Ukraine), encore en lice
  178: LuckyPlay18 (Portugal), encore en lice
  179: Lukowski02 (Espagne), encore en lice
  180: LunatiKRiver (France), encore en lice
  181: M.Soobeyran [2] (France), encore en lice
  182: M0TaM0 (France), encore en lice
  183: MBtuga (Portugal), encore en lice
  184: MERLICH555 (Kazakhstan), encore en lice
  185: MFreitas211 (Portugal), encore en lice
  186: MGTsylvain (France), encore en lice
  187: MUCKanthony (Espagne), encore en lice
  188: MaPok08 (France), encore en lice
  189: Maragogi (Portugal), encore en lice
  190: Marestphil (France), encore en lice
  191: Marquecito (Espagne), encore en lice
  192: Mat62134 (France), encore en lice
  193: Max pl1 gAAz (France), encore en lice
  194: Maydaylascar (France), encore en lice
  195: McDDMax01 [2] (Portugal), encore en lice
  196: McWhaty (Espagne), encore en lice
  197: MeltedDali (Espagne), encore en lice
  198: Mepica1huevo (Espagne), encore en lice
  199: Mikaponk (France), encore en lice
  200: Milàn12 (France), encore en lice
  201: MisterBinss (France), encore en lice
  202: Mitrofani4 (Ukraine), encore en lice
  203: Momo94117 (France), encore en lice
  204: Mr.Blef11 (Bélarus), encore en lice
  205: MrGallino17 (Espagne), encore en lice
  206: MrOuzor (Espagne), encore en lice
  207: MuchBetterThanU (Brésil), encore en lice
  208: MuhammadG [2] (Portugal), encore en lice
  209: Murakamaa (Kazakhstan), encore en lice
  210: MárcioSimôes (Portugal), encore en lice
  211: NP_Master [2] (Portugal), encore en lice
  212: Nelson313166 [2] (France), encore en lice
  213: NewliferES (Kazakhstan), encore en lice
  214: Nikntnc (Bélarus), encore en lice
