PokerStars Tournoi #3511941367, No Limit Hold'em
Buy-in : €4.50/€0.50 EUR
484 joueurs
Dotation totale : €5000.00 EUR 
Tournoi commencé 13/12/2022 17:00:00 CET [13/12/2022 11:00:00 ET]

  1: **N3RU5** (Espagne), encore en lice
  2: 10059 (Lettonie), encore en lice
  3: 10redingtontomy (Espagne), encore en lice
  4: 1agno2+ (France), encore en lice
  5: 222f222 [2] (France), encore en lice
  6: 2360Babut (France), encore en lice
  7: 4-Bet Lights (France), encore en lice
  8: 66RERE (France), encore en lice
  9: 74SPACEMAN (Espagne), encore en lice
  10: 76Nokara (Portugal), encore en lice
  11: A.camporesi (France), encore en lice
  12: AAchavflow (Brésil), encore en lice
  13: ACAPULCO7 (Espagne), encore en lice
  14: AK QQ JJ (Espagne), encore en lice
  15: ALBUQUI (Espagne), encore en lice
  16: ALEXmvpALEX (Lituanie), encore en lice
  17: ALUENDA (Espagne), encore en lice
  18: Aipeyo (Espagne), encore en lice
  19: Akaneton (Portugal), encore en lice
  20: Allan61000 (France), encore en lice
  21: B757200 (Espagne), encore en lice
  22: Babas68128 (France), encore en lice
  23: Benfaavre (France), encore en lice
  24: Bens DTC (France), encore en lice
  25: BigNops (France), encore en lice
  26: BombayGordon (Lettonie), encore en lice
  27: BrazaPT03 (Portugal), encore en lice
  28: Brok3nHeart (Lituanie), encore en lice
  29: BrunoLourençoRJ (Brésil), encore en lice
  30: Burn1ngKid (Kazakhstan), encore en lice
  31: Cantador2207 [2] (Portugal), encore en lice
  32: CaraRude (Portugal), encore en lice
  33: CarrapichoII (Brésil), encore en lice
  34: Carusa03 (Espagne), encore en lice
  35: Cheky_xsam (Espagne), encore en lice
  36: ChiflyAtk [2] (Espagne), encore en lice
  37: Coin97 (Espagne), encore en lice
  38: CoutoNutzZ (Portugal), encore en lice
  39: Cracklp (Espagne), encore en lice
  40: CyberMent (Ukraine), encore en lice
  41: DSK13210 (France), encore en lice
  42: Dafolhaseca [2] (Portugal), encore en lice
  43: Damien280699 (France), encore en lice
