PokerStars Tournoi #3851067014, No Limit Hold'em
Buy-in : €0.90/€0.10 EUR
336 joueurs
Dotation totale : €500.00 EUR 
Tournoi commencé 31/01/2025 15:45:00 CET [31/01/2025 9:45:00 ET]

  1: 0REF1 (Portugal), encore en lice
  2: 1asca1 (Espagne), encore en lice
  3: 20ara$ (Portugal), encore en lice
  4: 222.DANI.889 [2] (Espagne), encore en lice
  5: 66RERE [2] (France), encore en lice
  6: 7Iwant50M7 (France), encore en lice
  7: APOCALIP1964 [2] (Espagne), encore en lice
  8: Afonso3005 (Portugal), encore en lice
  9: AiRCH99 (Ukraine), encore en lice
  10: Bandy78Bandy78 (France), encore en lice
  11: Bech55 (France), encore en lice
  12: BettyBoop3103 [2] (Espagne), encore en lice
  13: BlackAx (Espagne), encore en lice
  14: Bochi0107 (Espagne), encore en lice
  15: Brodzila (Espagne), encore en lice
  16: Carloseduardoda (France), encore en lice
  17: Charli0720 (Espagne), encore en lice
  18: Cyrilou25660 (France), encore en lice
  19: DOPAF (France), encore en lice
  20: DukS4 (Portugal), encore en lice
  21: EL TIO PEP (Espagne), encore en lice
  22: Electron677 (Espagne), encore en lice
  23: FALDO-SEVE (Espagne), encore en lice
  24: FFRAR (Espagne), encore en lice
  25: FRAILE1972 (Espagne), encore en lice
  26: Fab_Ric105 (France), encore en lice
  27: Figas89 (Portugal), encore en lice
  28: Freud6969 [2] (France), encore en lice
  29: GAIA484 (Espagne), encore en lice
  30: Gambolico (Espagne), encore en lice
  31: Grillakos (Espagne), encore en lice
  32: Gsc200190 (Portugal), encore en lice
  33: Gustavoguilherm (Portugal), encore en lice
  34: HarrryFR (France), encore en lice
  35: Ignasi69 (Espagne), encore en lice
  36: J0A0ANTUNES (Portugal), encore en lice
  37: JPH74 (France), encore en lice
  38: JPhiRoy (France), encore en lice
  39: JacintoMedeiros (Portugal), encore en lice
  40: Jimbosike (Espagne), encore en lice
  41: Jpnicolau87 (Espagne), encore en lice
  42: Juliebldl [2] (France), encore en lice
  43: KaZAillE [2] (France), encore en lice
  44: Keanu_Rik [2] (France), encore en lice
  45: Konopl9nko (Ukraine), encore en lice
  46: Koppau (France), encore en lice
  47: Kounta711 (France), encore en lice
  48: Kurios_Ciro (France), encore en lice
  49: LOLOTHECOSTOS (Espagne), encore en lice
  50: LaMortReymal (France), encore en lice
  51: Laryteh (Espagne), encore en lice
  52: Le-cuistau (France), encore en lice
  53: Lia1777 (Ukraine), encore en lice
  54: Lorente1999 (Espagne), encore en lice
  55: LuckyZilla (Portugal), encore en lice
  56: MFML390 (Espagne), encore en lice
  57: MaYa057 (France), encore en lice
  58: ManGuEIKaRoTe (Réunion), encore en lice
  59: Massaribr91 (Espagne), encore en lice
  60: Mia031829 (Espagne), encore en lice
  61: Miguiastur (Espagne), encore en lice
  62: NarutoDeJuliet (Portugal), encore en lice
  63: NoPassNo (France), encore en lice
  64: OksaOr15 (France), encore en lice
  65: OnlyDZ (France), encore en lice
  66: P6GAMER [2] (Portugal), encore en lice
  67: POTYTOP [2] (France), encore en lice
  68: PaquidermeMS (Portugal), encore en lice
  69: PedroRocha (Portugal), encore en lice
  70: PilarMG95 (Espagne), encore en lice
