PokerStars Tournoi #3850636570, No Limit Hold'em
Super Satellite
Buy-in : €0.90/€0.10 EUR
116 joueurs
Dotation totale : €104.40 EUR 
Tournoi cible #3848369753 Buy-in : €10.00 EUR
Tournoi commencé 23/01/2025 15:05:00 CET [23/01/2025 9:05:00 ET]

  1: Famulen [2] (France),  (qualifiés pour le tournoi cible)
  2: Mapo25555 (Portugal),  (qualifiés pour le tournoi cible)
  3: bernardosilva17 (Portugal),  (qualifiés pour le tournoi cible)
  4: naikon1985 (Portugal),  (qualifiés pour le tournoi cible)
  5: psychoman59 (France),  (qualifiés pour le tournoi cible)
  6: sylv189400 (France),  (qualifiés pour le tournoi cible)
  7: titi063 (France),  (qualifiés pour le tournoi cible)
  8: troptar (France),  (qualifiés pour le tournoi cible)
  9: xStefdurden (France),  (qualifiés pour le tournoi cible)
  10: calimero2022 (France),  (qualifiés pour le tournoi cible)
  11: Sk1TNantais44 (France), €4,40
  12: N1methos (France), 
  13: StuUngar6427 (France), 
  14: Cold EVIL (France), 
  15: CrispyCris2 (Portugal), 
  16: Nugomess (Portugal), 
  17: faky33 (France), 
  18: warhuto92 (France), 
  19: tamara62131 (France), 
  20: Luigi777x (France), 
  21: tempos333 [2] (Portugal), 
  22: ticoq97490 (Réunion), 
  23: OrcusZ (France), 
  24: RoiDuDisengage (France), 
  25: jeanmiche898 (France), 
  26: elodie38600 (France), 
  27: KornakovPlyher (France), 
  28: jonyferrPT00 (Portugal), 
  29: tsetse1205 (France), 
  30: Djedje197 (Portugal), 
  31: Nadraaaaaab75 (France), 
  32: focheuse31 (France), 
  33: KETI47 (France), 
  34: Brunosilv807 (Portugal), 
  35: aloxe77 (France), 
  36: Paulina78000 (France), 
  37: baby190153 (France), 
  38: lia_soares (Portugal), 
  39: Jojo6577 (France), 
  40: Candy-FPC (France), 
  41: ESPELET (France), 
  42: MRNB11150 (France), 
  43: FMR835 (France), 
  44: karlonit [2] (France), 
  45: Sant666999 (France), 
  46: Lg_King18 (France), 
  47: dinorimo (France), 
  48: pgleb (France), 
  49: JosePaia (Portugal), 
  50: drumnbass199 [2] (Portugal), 
  51: anunes1980 (Portugal), 
  52: Ferrari-Redbull (France), 
  53: Colombe123 (France), 
  54: Jsparrow97 (France), 
  55: Majorblast [2] (Portugal), 
  56: ben6081 (France), 
  57: tinket (France), 
  58: yeti59 (France), 
  59: Marquesss2003 (Portugal), 
  60: jmbmjmbm [2] (Portugal), 
  61: ferrarizhu (France), 
  62: MONKEYKINGn1 (France), 
  63: PSilva205 (Portugal), 
  64: habbiegaelle (France), 
  65: twix6891 (France), 
  66: karlonit (France), 
  67: TiagoTaleigo30 (Portugal), 
  68: abdennebi2 [2] (France), 
  69: gugusenscene (France), 
  70: plinhozas (France), 
  71: 1n5ane_pt (Portugal), 
  72: StarMike44 (France), 
  73: Veloso47 (Portugal), 
  74: REMIP07 (France), 
  75: fabchle34 [2] (France), 
  76: deyvitfpt (Portugal), 
  77: planet707 (France), 
  78: stocchi51 (France), 
  79: abdennebi2 (France), 
  80: fabchle34 (France), 
  81: Chonchon72 (France), 
  82: NENEDELASVEGAS [2] (France), 
  83: Voradi (France), 
  84: jmmendes2509 (Portugal), 
  85: Tebp1991 (Portugal), 
  86: MarGaymir (France), 
  87: juliann85 (France), 
  88: NENEDELASVEGAS (France), 
  89: Lechtiflo62 (France), 
  90: JMDuarte8 (Portugal), 
  91: igorreunion (Réunion), 
  92: ThomasG51 (France), 
  93: crazyfrancis (Portugal), 
  94: CybAlx (Portugal), 
  95: GosmaPQ600 (Portugal), 
  96: Royal_Clutch123 (Portugal), 
  97: et-non [2] (France), 
  98: Cavalocanto12 (Portugal), 
  99: Majorblast (Portugal), 
  100: KonixTV (France), 
  101: Foxiale1980 (France), 
  102: moi57290 (France), 
  103: drumnbass199 (Portugal), 
  104: pascalou26760 (France), 
  105: Fiwub (France), 
  106: Estud7777 (France), 
  107: MaxouVariance (France), 
  108: valcaf90 (Portugal), 
  109: jmbmjmbm (Portugal), 
  110: @larol@50 (France), 
  111: Famulen (France), 
  112: tempos333 (Portugal), 
  113: et-non (France), 
  114: lenetwizz (France), 
  115: MarcoSilva90 (Portugal), 
  116: RagnarokVkg (France), 

Vous avez terminé à la 1er place (éliminé lors de la main #254514706728).


