PokerStars Tournoi #3519717815, No Limit Hold'em
Buy-in : €4.50/€0.50 EUR
705 joueurs
Dotation totale : €5000.00 EUR 
Tournoi commencé 30/12/2022 17:00:00 CET [30/12/2022 11:00:00 ET]

  1: # BRUX010 # (Brésil), encore en lice
  2: $WI$T@K7 (Pologne), encore en lice
  3: $pekt0r1 (Bélarus), encore en lice
  4: &dolar&294 [2] (Espagne), encore en lice
  5: )I(ekan1985 (Bélarus), encore en lice
  6: **Pro CDV** (Espagne), encore en lice
  7: .maarcusOG (Espagne), encore en lice
  8: /7/BoBstar (France), encore en lice
  9: 1$11DUR (Espagne), encore en lice
  10: 10redingtontomy (Espagne), encore en lice
  11: 12Fintax [2] (Portugal), encore en lice
  12: 134922993 (France), encore en lice
  13: 16dealers (Ukraine), encore en lice
  14: 1effexor0 [2] (Portugal), encore en lice
  15: 27nerub (Portugal), encore en lice
  16: 401Richi (Espagne), encore en lice
  17: 654181770 (Espagne), encore en lice
  18: 66RERE (France), encore en lice
  19: 777Bosyak999 (Espagne), encore en lice
  20: 8Kimura (Ukraine), encore en lice
  21: 9sifo9 (France), encore en lice
  22: A.camporesi (France), encore en lice
  23: AAchavflow (Brésil), encore en lice
  24: AHMJ888 (France), encore en lice
  25: ALEXmvpALEX [2] (Lituanie), encore en lice
  26: ARNATAGHOR (France), encore en lice
  27: AROD4REAL (Espagne), encore en lice
  28: AeOUI (France), encore en lice
  29: AgentD77 (France), encore en lice
  30: Ajuantape (Espagne), encore en lice
  31: Alain Leader (France), encore en lice
  32: AloAloe11 (Bélarus), encore en lice
  33: Andrik esp (Espagne), encore en lice
  34: Arak_vatanam (France), encore en lice
  35: Audrelis78 [2] (France), encore en lice
  36: BAHAM646 (Espagne), encore en lice
  37: BaLaLae4kA_AA (Bélarus), encore en lice
  38: Baat50 (France), encore en lice
  39: BanThisOne2 (Portugal), encore en lice
  40: Barracuda0707 (Kazakhstan), encore en lice
  41: Bastoun45 (France), encore en lice
  42: BeCity (France), encore en lice
  43: Berny565 (France), encore en lice
  44: Bertybolmi (Espagne), encore en lice
  45: Bitchou30220 (France), encore en lice
  46: Blacksad333 [2] (France), encore en lice
  47: BrazaPT03 (Portugal), encore en lice
  48: Brindille78 (France), encore en lice
  49: Brok3nHeart (Lituanie), encore en lice
  50: Bruninho03 (Portugal), encore en lice
  51: Calou69360 (France), encore en lice
  52: CaptKonstadt (France), encore en lice
  53: CaraRude (Portugal), encore en lice
  54: Carecrimen96 [2] (Espagne), encore en lice
  55: Carla$$190714 (Espagne), encore en lice
