PokerStars Tournoi #3861345608, No Limit Hold'em
Super Satellite
Buy-in : €0.90/€0.10 EUR
116 joueurs
Dotation totale : €104.40 EUR 
Tournoi cible #3861345474 Buy-in : €10.00 EUR
Tournoi commencé 28/02/2025 10:05:00 CET [28/02/2025 4:05:00 ET]

  1: Akakomtudo (Portugal), encore en lice
  2: Akenhotep (France), encore en lice
  3: DonkyKong87 (France), encore en lice
  4: FCGrosso83 (Portugal), encore en lice
  5: JJPN33 (Espagne), encore en lice
  6: Juju1303 (France), encore en lice
  7: L.Fiorencis (Espagne), encore en lice
  8: Mejico78 (France), encore en lice
  9: MissMir2020 (Espagne), encore en lice
  10: Peet7504 (Espagne), encore en lice
  11: REMIP07 (France), encore en lice
  12: Rober El Von (Espagne), encore en lice
  13: SHANNA33000 (France), encore en lice
  14: Shlagos (France), encore en lice
  15: Tita618 (Portugal), encore en lice
  16: Willou40120 (France), encore en lice
  17: cheep06 (France), encore en lice
  18: duke532 (Espagne), encore en lice
  19: izan92 (Espagne), encore en lice
  20: joe l'Indien on (France), encore en lice
  21: lidwa94 (France), encore en lice
  22: maral404 (France), encore en lice
  23: marmallow57 (France), encore en lice
  24: marmar3110 (Portugal), encore en lice
  25: mehdikf (France), encore en lice
  26: sandalo3000 (Espagne), encore en lice
  27: sibreve (Espagne), encore en lice
  28: star11000 (France), encore en lice
  29: tony_vigo (Espagne), encore en lice
  30: valantrines (Espagne), encore en lice
  31: psychoman59 (France), 
  32: lilarose407 (France), 
  33: 1234pola (Espagne), 
  34: cocoletueur (France), 
  35: pat2mars31300 (France), 
  36: borji96 (Espagne), 
  37: jmpz30 (France), 
  38: Boinas38 (Portugal), 
  39: Krisker2969 (France), 
  40: borpla8 (Espagne), 
  41: juanlu2203 (Espagne), 
  42: miguimartin149 (Espagne), 
  43: mgkpitel (Espagne), 
  44: merylor (Espagne), 
  45: Jacko19891004 (Portugal), 
  46: papou0851 (France), 
  47: javielete113 (Espagne), 
  48: Kizzor (Espagne), 
  49: Lalidark (France), 
  50: Manhulou (France), 
  51: pepeguadix (Espagne), 
  52: RAvL*81* (Espagne), 
  53: MJCQ14 (France), 
  54: samu3ak (Espagne), 
  55: gurri25 (Espagne), 
  56: braquo200 (France), 
  57: miguiCr9 (Espagne), 
  58: High_lion (France), 
  59: ribacenko_27 (Espagne), 
  60: cabodomundo (Espagne), 
  61: pousseetprie (France), 
  62: elimon82 (Espagne), 
  63: JOSEJUAN2010 (Espagne), 
  64: djv13p (Espagne), 
  65: MERLEPAYS (Réunion), 
  66: aleexferrerr (Espagne), 
  67: Adiel POKER (Espagne), 
  68: daannii3 (Espagne), 
  69: telmo8a (Portugal), 
  70: zilla_royal (Portugal), 
  71: tupagasmisAA (Espagne), 
  72: 69guss69 (France), 
  73: zosky (Espagne), 
  74: teelloo18 (Espagne), 
  75: gustalin58 (France), 
  76: BabyCarlito (France), 
  77: 38yves38 (France), 
  78: cristete2018 (Portugal), 
  79: lagartijafarola (Espagne), 
  80: ppappy15 (Espagne), 
  81: Oxmo 76 (France), 
  82: RAFAL37 (France), 
  83: lemur 2011 (Espagne), 
  84: Washta23 (Espagne), 
  85: lmsg1978 (Portugal), 
  86: adrianlp9 (Espagne), 
  87: MC.BouBou69 (France), 
  88: 29Patrick (France), 
  89: Mh9201 (Espagne), 
  90: mili312 (Espagne), 
  91: Oxigénio (Portugal), 
  92: M.Roque93 (Portugal), 
  93: toesar145 (Espagne), 
  94: elmeromero774 (France), 
  95: yolyke218 (Espagne), 
  96: jarrypoker77 (Espagne), 
  97: bolillo42 (Espagne), 
  98: Kanidja1107 [2] (Portugal), 
  99: Moscardon33 (Espagne), 
  100: lucho1950 (Espagne), 
  101: Cedd381 (France), 
  102: monavocado (France), 
  103: BatorGrc (Espagne), 
  104: Iuri1963 (Portugal), 
  105: fuentefri423 (Espagne), 
  106: christ29400 [2] (France), 
  107: bruno7299 (France), 
  108: anderhurta4 (Espagne), 
  109: miguelman1 (Espagne), 
  110: christ29400 (France), 
  111: _lukye_01 (Espagne), 
  112: jjnito (Espagne), 
  113: elargonauto (Espagne), 
  114: Kanidja1107 (Portugal), 
  115: jaume1916 (Espagne), 
  116: Ellobito1312 (Espagne), 

Vous avez terminé à la 31er place (éliminé lors de la main #255070572131).


