PokerStars Tournoi #3851065047, No Limit Hold'em
Super Satellite
Buy-in : €0.90/€0.10 EUR
126 joueurs
Dotation totale : €113.40 EUR 
Tournoi cible #3851064975 Buy-in : €10.00 EUR
Tournoi commencé 27/01/2025 10:05:00 CET [27/01/2025 4:05:00 ET]

  1: RazeMockette (France),  (qualifiés pour le tournoi cible)
  2: Tareume (France),  (qualifiés pour le tournoi cible)
  3: bAAdbeAAt66 (France),  (qualifiés pour le tournoi cible)
  4: berammaussur (Portugal),  (qualifiés pour le tournoi cible)
  5: jitanomason1488 [2] (Espagne),  (qualifiés pour le tournoi cible)
  6: kamolano2025 [2] (France),  (qualifiés pour le tournoi cible)
  7: lagartijafarola (Espagne),  (qualifiés pour le tournoi cible)
  8: loko967 (Espagne),  (qualifiés pour le tournoi cible)
  9: love873 (Espagne),  (qualifiés pour le tournoi cible)
  10: psychoman59 (France),  (qualifiés pour le tournoi cible)
  11: xamo5 [2] (Espagne),  (qualifiés pour le tournoi cible)
  12: Pdsfgr74 (Portugal), €3,40
  13: tony_vigo (Espagne), 
  14: jabago19 (Espagne), 
  15: CrisMAzMAr (Espagne), 
  16: Patherson593 (Espagne), 
  17: 01naoe023 (Portugal), 
  18: ultracaballa (Espagne), 
  19: Pitagor3s [2] (Espagne), 
  20: scoob90 [2] (France), 
  21: MONKEYKINGn1 (France), 
  22: Sasac Leinad (Espagne), 
  23: gregory5783 (France), 
  24: TobleroneA8 (Espagne), 
  25: bilos6 (France), 
  26: gregmedellin (France), 
  27: Lauranve (France), 
  28: motril10 [2] (Espagne), 
  29: lawilsss (France), 
  30: ophelia300 (France), 
  31: veronica485 [2] (Portugal), 
  32: niwatt85 (France), 
  33: baritico (Espagne), 
  34: LEGANES666MC (Espagne), 
  35: diloiro1304 (Portugal), 
  36: vvmotavv (Portugal), 
  37: JuanDíego (Espagne), 
  38: queli8 (Espagne), 
  39: jordi79 [2] (Espagne), 
  40: marcoteixa (Portugal), 
  41: LILY1207 (France), 
  42: nunomcb2 (Portugal), 
  43: azabache70 (Espagne), 
  44: chen23 (Espagne), 
  45: astérix71 (France), 
  46: Rober El Von (Espagne), 
  47: zurera1970 (Espagne), 
  48: laguerretta (France), 
  49: browngt (Espagne), 
  50: Rorsqual1 (France), 
  51: morganlee66 (Espagne), 
  52: sam57150 (France), 
  53: Adri039 (Espagne), 
  54: HATIKVA72470 [2] (France), 
  55: GMastahK (France), 
  56: ananas13001 (France), 
  57: NeluhCoztaa20 (Portugal), 
  58: MABOUILLE41 [2] (France), 
  59: Marccc658 (Espagne), 
  60: jeremy pierson (France), 
  61: DJalexis24 (Espagne), 
  62: Juanola46 (Espagne), 
  63: logitiño [2] (Espagne), 
  64: brayanandi [2] (Espagne), 
  65: ogait800 (Portugal), 
  66: §§narts§§ (France), 
  67: Chadli31 [2] (France), 
  68: MABOUILLE41 (France), 
  69: logitiño (Espagne), 
  70: chirino137 (Espagne), 
  71: AMBOLIO642 (Espagne), 
  72: brayanandi (Espagne), 
  73: ñkgll (Espagne), 
  74: galgo245 (France), 
  75: Magua2016 (France), 
  76: perocoño0 (Espagne), 
  77: lili-sible [2] (France), 
  78: jordi79 (Espagne), 
  79: Escatman (Espagne), 
  80: HATIKVA72470 (France), 
  81: motril10 (Espagne), 
  82: Miaco349 (France), 
  83: pichurrin74 (Espagne), 
  84: BuckBunny61 (France), 
  85: scoob90 (France), 
  86: Maritosis [2] (Espagne), 
  87: youss30120 (France), 
  88: pabayadac (Espagne), 
  89: JBrunog2 (Portugal), 
  90: alma-9710 [2] (Espagne), 
  91: Bonnechance34 (France), 
  92: kilermans (Espagne), 
  93: lili-sible (France), 
  94: Chadli31 (France), 
  95: DonArcas (Espagne), 
  96: AJT17 (France), 
  97: deypal34 (Espagne), 
  98: JMAX37 (France), 
  99: SasoriMan [2] (Espagne), 
  100: AdriNoemi15 (Espagne), 
  101: catouchat (France), 
  102: faus27 (Espagne), 
  103: Olga197153 (France), 
  104: mattox932 [2] (France), 
  105: Maritosis (Espagne), 
  106: xamo5 (Espagne), 
  107: Zorh (France), 
  108: Pitagor3s (Espagne), 
  109: espritfrapeur (France), 
  110: veronica485 (Portugal), 
  111: agr17300 (Espagne), 
  112: McCully43 (Espagne), 
  113: SasoriMan (Espagne), 
  114: alma-9710 (Espagne), 
  115: kamolano2025 (France), 
  116: Zeratul2829 (Espagne), 
  117: javiervr7 (Espagne), 
  118: franchata (Espagne), 
  119: LUDO-cool33 (France), 
  120: mamutillo92 (Espagne), 
  121: jitanomason1488 (Espagne), 
  122: josepapi666 (Espagne), 
  123: cigroylaika (Espagne), 
  124: iari201530 (Espagne), 
  125: LyanoLelya (France), 
  126: mattox932 (France), 

Vous avez terminé à la 1er place (éliminé lors de la main #254576728353).


