PokerStars Tournoi #3816262989, No Limit Hold'em
Super Satellite
Buy-in : €0.90/€0.10 EUR
189 joueurs
Dotation totale : €170.10 EUR 
Tournoi cible #3816262891 Buy-in : €10.00 EUR
Tournoi commencé 30/10/2024 14:05:00 CET [30/10/2024 9:05:00 ET]

  1: 1CAND100 (France), encore en lice
  2: AUGUSTE 1806 (France), encore en lice
  3: Asspirine2 (France), encore en lice
  4: Beltrao21 (Portugal), encore en lice
  5: Benedicto45 (Espagne), encore en lice
  6: Bokermilitant (France), encore en lice
  7: Bonet93 (Espagne), encore en lice
  8: Bralade2morue (France), encore en lice
  9: Camack1985 (Portugal), encore en lice
  10: Carlos Ribo (Espagne), encore en lice
  11: Chema.stars (Espagne), encore en lice
  12: CosMosRun (France), encore en lice
  13: Cris8631 (France), encore en lice
  14: DBGO (Espagne), encore en lice
  15: Er Jekeeeee (Espagne), encore en lice
  16: EscaLopec (Espagne), encore en lice
  17: Ficous252627 (France), encore en lice
  18: JEmpty10 (Portugal), encore en lice
  19: Julboe33 (France), encore en lice
  20: Jusdefruit09 (France), encore en lice
  21: KuchikiHaqq (Portugal), encore en lice
  22: LEGANES666MC [2] (Espagne), encore en lice
  23: Le__mixer (France), encore en lice
  24: Lucaslo64 [2] (France), encore en lice
  25: MONSTERO10 (Espagne), encore en lice
  26: Mangeur2blind (France), encore en lice
  27: Mathieu15AUP (France), encore en lice
  28: Mihuri [2] (Espagne), encore en lice
  29: Monette570 (France), encore en lice
  30: NJ974807 (Réunion), encore en lice
  31: NNONAME13 (Portugal), encore en lice
  32: PROGOST22 (France), encore en lice
  33: Prometeus99 (Espagne), encore en lice
  34: PunchAutoX (France), encore en lice
  35: Rober El Von (Espagne), encore en lice
  36: SUPERMOUTONAA (France), encore en lice
  37: Stronk499 (Espagne), encore en lice
  38: TIDUSRAT (Espagne), encore en lice
  39: TTherou (Espagne), encore en lice
  40: Tag1999 (France), encore en lice
  41: TheBlackArrow (Espagne), encore en lice
  42: TigerBouscat (France), encore en lice
  43: Tochue17 (Espagne), encore en lice
  44: Todastesas69 (Portugal), encore en lice
  45: XxBerkovxX (France), encore en lice
  46: _M_la_Maudite (France), encore en lice
  47: angelcel2909 (France), encore en lice
  48: balta4269 (Espagne), encore en lice
  49: barphile (France), encore en lice
  50: brazaore (Espagne), encore en lice
  51: bubbabarca (Espagne), encore en lice
  52: carlayou782 (France), encore en lice
  53: carlosagov7l (Espagne), encore en lice
  54: catcoeur (France), encore en lice
  55: ccr1980 (France), encore en lice
  56: chicettecappa (France), encore en lice
  57: coco5956 (France), encore en lice
  58: conchi2014 (Espagne), encore en lice
  59: dalhedalhe77 (Portugal), encore en lice
  60: davidmenorka (Espagne), encore en lice
  61: djaf74 [2] (France), encore en lice
  62: duende100875 (Espagne), encore en lice
  63: elpistos31 (Espagne), encore en lice
  64: escorpiao_40 [2] (Portugal), encore en lice
  65: fabmw71 (France), encore en lice
  66: fernando7593 (Espagne), encore en lice
  67: flanders84 (France), encore en lice
  68: frankimestre (Espagne), encore en lice
  69: galloky (Espagne), encore en lice
  70: gregorio51 (Espagne), encore en lice
  71: guinch3p (France), encore en lice
  72: jeroda78 (Espagne), encore en lice
  73: jimanaxpok (France), encore en lice
  74: jls33115 [2] (France), encore en lice
  75: jmbmjmbm [2] (Portugal), encore en lice
  76: johanhuot33 (France), encore en lice
  77: jorgeaitor (Espagne), encore en lice
  78: krimo03 (France), encore en lice
  79: kyki570 (France), encore en lice
  80: laflambe17 (France), encore en lice
  81: lbarba [2] (Espagne), encore en lice
  82: leblond13010 (France), encore en lice
  83: lokiko30 (Espagne), encore en lice
  84: luchiqu33r (Espagne), encore en lice
  85: luisitosmile [2] (Espagne), encore en lice
  86: manuel7989 (Espagne), encore en lice
  87: mateorite (France), encore en lice
  88: michell1980 (Portugal), encore en lice
  89: miguepalomo98 (Espagne), encore en lice
  90: mike1773349 (Espagne), encore en lice
  91: musgo420 (Espagne), encore en lice
  92: musika4448 (France), encore en lice
  93: narvalos77 (France), encore en lice
  94: oledepaina (Espagne), encore en lice
  95: palancazos (Espagne), encore en lice
  96: pelagallo46 [2] (Espagne), encore en lice
  97: pescaito1024 (Espagne), encore en lice
  98: poppy13008 (France), encore en lice
  99: rainbow0857 (Espagne), encore en lice
  100: robe107 [2] (Espagne), encore en lice
  101: rulas89137 (Espagne), encore en lice
  102: sergiiomr92 (Espagne), encore en lice
  103: serrador1979 (Portugal), encore en lice
  104: sr.carona (Portugal), encore en lice
  105: tacons (Espagne), encore en lice
  106: toripalo (Espagne), encore en lice
  107: unknownfrench (France), encore en lice
  108: vince47520 (France), encore en lice
  109: whoischris1999 [2] (Espagne), encore en lice
  110: william44850 (France), encore en lice
  111: willimoon (France), encore en lice
  112: yodistribal (France), encore en lice
  113: psychoman59 (France), 
  114: nossafatima (Portugal), 
  115: whiteniggi [2] (Espagne), 
  116: bienheureux38 (France), 
  117: OuaisOuai (France), 
  118: dora690 (Espagne), 
  119: djaf74 (France), 
  120: VINOMANIA99 [2] (Espagne), 
  121: alpu1703 (Espagne), 
  122: mirage9901 (Espagne), 
  123: whoischris1999 (Espagne), 
  124: mady27365 (Espagne), 
  125: PRC1982 (Portugal), 
  126: König Pedi (France), 
  127: manu_vava [2] (France), 
  128: VINOMANIA99 (Espagne), 
  129: Stesser93 (France), 
  130: brp2711 (France), 
  131: antoni1606 [2] (France), 
  132: black27520 [2] (France), 
  133: LUPI STARS (Espagne), 
  134: 33zazikool33 (France), 
  135: lapoisseuse79 (France), 
  136: surfer 92123 (Espagne), 
  137: 77VILLAMOR77 (Espagne), 
  138: Jpeuxcall&spew (France), 
  139: javierRin (Espagne), 
  140: rim6075 (France), 
  141: nekornekor (Portugal), 
  142: michaelmelo55 (Portugal), 
  143: jls33115 (France), 
  144: diamantina66 [2] (France), 
  145: SuperTiti74 (France), 
  146: diamantina66 (France), 
  147: Tatiana2006 (Espagne), 
  148: Thiagotfff3 (Portugal), 
  149: dialv79 (Espagne), 
