PokerStars Tournoi #3928296421, No Limit Hold'em
Super Satellite
Buy-in : €0.90/€0.10 EUR
136 joueurs
Dotation totale : €122.40 EUR 
Tournoi cible #3928296320 Buy-in : €10.00 EUR
Tournoi commencé 18/09/2025 14:05:00 CET [18/09/2025 8:05:00 ET]

  1: 1gbobola (France), encore en lice
  2: 21hottigga (Portugal), encore en lice
  3: 34jacky42 (France), encore en lice
  4: 66ocb (France), encore en lice
  5: 720salva (Espagne), encore en lice
  6: Ardaguler321 (Espagne), encore en lice
  7: BerndGan (France), encore en lice
  8: CassecouIL74 (France), encore en lice
  9: Caswre ES (Espagne), encore en lice
  10: Crespinho28 (Espagne), encore en lice
  11: Darki2a (France), encore en lice
  12: Dooz66 (France), encore en lice
  13: Dyehuty (Espagne), encore en lice
  14: Esco89dj (France), encore en lice
  15: Ganador69777 (Espagne), encore en lice
  16: Glooxe (Espagne), encore en lice
  17: Gortrak (Espagne), encore en lice
  18: GreG_du_33 (France), encore en lice
  19: JONN660R (Espagne), encore en lice
  20: JPZX9R (France), encore en lice
  21: Jadamarks (Espagne), encore en lice
  22: Juanmi7967 (Espagne), encore en lice
  23: KAMUI14 [2] (Espagne), encore en lice
  24: Köala_17 (Espagne), encore en lice
  25: LAZYRIVERNZ (France), encore en lice
  26: LEGANES666MC (Espagne), encore en lice
  27: M. Calderón (Espagne), encore en lice
  28: Marcello_pant [2] (Espagne), encore en lice
  29: MarceloHotmail (Portugal), encore en lice
  30: Mark11185 [2] (France), encore en lice
  31: Maxtheil19 (France), encore en lice
  32: MrCreeps25 (France), encore en lice
  33: NathSamLuCol (France), encore en lice
  34: NathanDup (France), encore en lice
  35: Papilangi6 (Espagne), encore en lice
  36: Perfe24 (Espagne), encore en lice
  37: Pseudonimux (Espagne), encore en lice
  38: Psousar69 (Portugal), encore en lice
  39: Rajah98 [2] (France), encore en lice
  40: Rcarvalho431 (Portugal), encore en lice
  41: RusGo2019 (Espagne), encore en lice
  42: SUPERMOUTONAA (France), encore en lice
  43: Sergonpo (Espagne), encore en lice
  44: SofiaPopov (Espagne), encore en lice
  45: TalNoy23 (Portugal), encore en lice
  46: Torraie (France), encore en lice
  47: Uhj87 (France), encore en lice
  48: VINOMANIA99 (Espagne), encore en lice
  49: Valeksandre (France), encore en lice
  50: YoViaL6 (France), encore en lice
  51: anton67000 (France), encore en lice
  52: barthelemy35 (France), encore en lice
  53: beach94000 (France), encore en lice
  54: buyeria28 (Espagne), encore en lice
  55: cesc210 (Espagne), encore en lice
  56: cgu8814 (Espagne), encore en lice
  57: chino_t87 (Espagne), encore en lice
  58: cots45 (France), encore en lice
  59: crazyrichkid77 [2] (Portugal), encore en lice
  60: eddyt38 (France), encore en lice
  61: eust972 (France), encore en lice
  62: evo1313 (France), encore en lice
  63: freedomrasta (France), encore en lice
  64: g42g42g (France), encore en lice
  65: heretik2b (France), encore en lice
  66: juliaso13 (Espagne), encore en lice
  67: julienwalko (France), encore en lice
  68: lostguitar (Espagne), encore en lice
  69: loule004 (France), encore en lice
  70: lucasfermin0022 (Espagne), encore en lice
  71: manuel20005 (Portugal), encore en lice
  72: mixclub151 (France), encore en lice
  73: motty373 (Espagne), encore en lice
  74: negrico (Espagne), encore en lice
  75: nosusrsq3 (Espagne), encore en lice
  76: ocsur (France), encore en lice
  77: pacman699 (Portugal), encore en lice
  78: parazozo (Espagne), encore en lice
  79: pepsmaxi (France), encore en lice
  80: robertfr78 [2] (France), encore en lice
  81: romynight (France), encore en lice
  82: sami348 (France), encore en lice
  83: shantinho (Espagne), encore en lice
  84: sodutwist (Espagne), encore en lice
  85: tsetse1205 (France), encore en lice
  86: wilogpo1 (Espagne), encore en lice
  87: xupito26 (Espagne), encore en lice
  88: Raktor17 (Espagne), 
  89: psychoman59 (France), 
  90: FilipeJPkr (Portugal), 
  91: chabruce (France), 
  92: PHaNT0M8 [2] (Espagne), 
  93: crazyrichkid77 (Portugal), 
  94: klau__cs (Espagne), 
  95: Susic69 (France), 
  96: thesnake75014 (France), 
  97: kamagros34 (France), 
  98: daolpe17 (Espagne), 
  99: joansito2121 (Espagne), 
  100: cyril959 (France), 
  101: laleleu [2] (France), 
  102: LluK9 (Espagne), 
  103: xialexxx (France), 
  104: charle24370 (France), 
  105: alexth20 (Espagne), 
  106: millechibres [2] (France), 
  107: rivaldinho6 (Espagne), 
  108: luis55350 (Portugal), 
  109: francismaxi [2] (Portugal), 
  110: PHaNT0M8 (Espagne), 
  111: laleleu (France), 
  112: ptitray21 (France), 
  113: D3214? (Espagne), 
  114: SayIO (Espagne), 
  115: jujujujuje (Espagne), 
  116: Pixipix (France), 
  117: JumboKane84 (Portugal), 
  118: Javieeh_8 (Espagne), 
  119: DARTANIAN760 (France), 
  120: millechibres (France), 
  121: Loiro1914 (Portugal), 
  122: sauron615 (Espagne), 
  123: Mark11185 (France), 
  124: Marcello_pant (Espagne), 
  125: robertfr78 (France), 
  126: francismaxi (Portugal), 
  127: Benedicto45 (Espagne), 
  128: bmfdc1990 (Portugal), 
  129: KAMUI14 (Espagne), 
  130: nenette711 (France), 
  131: dino5410 (France), 
  132: lolo_28220 (France), 
  133: tooon51 (Espagne), 
  134: RICARDODIAS1989 (Portugal), 
  135: tavin_7 (Portugal), 
  136: Rajah98 (France), 
Vous avez terminé le tournoi (éliminé lors de la main #257790459847).


