PokerStars Tournoi #3772952310, No Limit Hold'em
Super Satellite
Buy-in : €9.00/€1.00 EUR
177 joueurs
Dotation totale : €1593.00 EUR 
Tournoi cible #3771856271 Buy-in : €50.00 EUR
Tournoi commencé 05/07/2024 15:15:00 CET [05/07/2024 9:15:00 ET]

  1: Andresxdfc (Espagne), encore en lice
  2: Belacqua13 (Espagne), encore en lice
  3: Bench94 (Espagne), encore en lice
  4: BlackJoke999 (Portugal), encore en lice
  5: Carlos 7777 (Espagne), encore en lice
  6: Discoteca9 (Espagne), encore en lice
  7: Ewancle (France), encore en lice
  8: FLAPPY0000 (France), encore en lice
  9: Francal14160 (France), encore en lice
  10: HAPPYLIFE973 [2] (Guyane française), encore en lice
  11: Juanet08 (Espagne), encore en lice
  12: Já foste245 (Portugal), encore en lice
  13: Kaspar821 (Espagne), encore en lice
  14: LASER7429 (France), encore en lice
  15: Lauwriss (France), encore en lice
  16: LaytonPT (Portugal), encore en lice
  17: Malekas85 (Espagne), encore en lice
  18: Mercurio47 (Espagne), encore en lice
  19: Ooo-Wax (France), encore en lice
  20: PROMETEUS12 (Espagne), encore en lice
  21: Pschuut (France), encore en lice
  22: Pseudonimux (Espagne), encore en lice
  23: R3ND3Z-V0US (France), encore en lice
  24: SMOOGOGO (France), encore en lice
  25: Scfp84 (Portugal), encore en lice
  26: SimplyGimpy (France), encore en lice
  27: TP_knighty (Espagne), encore en lice
  28: abegega (Espagne), encore en lice
  29: ah_la_daccordok (France), encore en lice
  30: alexlgn (Espagne), encore en lice
  31: angelminea (France), encore en lice
  32: arrate_plaza (Espagne), encore en lice
  33: aydenso (France), encore en lice
  34: bruce lee dents (France), encore en lice
  35: chuchca (France), encore en lice
  36: ckk198 (Espagne), encore en lice
  37: crazydebi62 (France), encore en lice
  38: dani10211 (Espagne), encore en lice
  39: dgddrtdtrdgf (Espagne), encore en lice
  40: elmariaxi [2] (Portugal), encore en lice
  41: elrestoooo (Espagne), encore en lice
  42: flplopes [4] (Portugal), encore en lice
  43: fredox97400 (France), encore en lice
  44: gasparyana (Espagne), encore en lice
  45: gotiurmoney (Espagne), encore en lice
  46: ifiwiniwin [2] (Espagne), encore en lice
  47: jeanchantome (France), encore en lice
  48: jilguero662 (Espagne), encore en lice
  49: kitpausa9 (Portugal), encore en lice
  50: lamataro (Espagne), encore en lice
  51: le phoenix1 (France), encore en lice
  52: loutfy45 (France), encore en lice
  53: malish7 (Espagne), encore en lice
  54: migue_ruiz5 (Espagne), encore en lice
  55: mikal14164 (France), encore en lice
  56: norororo (Espagne), encore en lice
  57: nunocons (Portugal), encore en lice
  58: omqit (France), encore en lice
  59: paChekkko (Espagne), encore en lice
  60: pablosky140 (Espagne), encore en lice
  61: pasticcione88 (Argentine), encore en lice
  62: petrenkeiro (Espagne), encore en lice
  63: pilonxa (Espagne), encore en lice
  64: presquils69 (France), encore en lice
  65: saraycanalejo (Espagne), encore en lice
  66: shagyy_90 [3] (Espagne), encore en lice
  67: tishoon (France), encore en lice
  68: titifull (France), encore en lice
  69: ukkeey (Ukraine), encore en lice
  70: wistin 01 (France), encore en lice
  71: xiknoris_007 (Portugal), encore en lice
  72: zozo78650 (France), encore en lice
  73: psychoman59 (France), 
  74: Marisa60m (Espagne), 
  75: Bairro16 (Portugal), 
  76: Nikoleddu80 [2] (France), 
  77: Joelescro94 (France), 
  78: ntom9131105 (France), 
  79: erhenry (Espagne), 
  80: GOLDEN164 (Espagne), 
  81: #21RMS (Portugal), 
  82: dunamis5 (France), 
  83: jarrypoker77 (Espagne), 
  84: capri999 (Espagne), 
  85: ZoPe2003 (Portugal), 
  86: Vit0619 (Portugal), 
  87: Paddy7024 (France), 
  88: erictokyo [2] (France), 
  89: flplopes [3] (Portugal), 
  90: enmamo74 (France), 
  91: Pollo748 (Espagne), 
  92: sabbbbbbbb (France), 
  93: Leirao1992 (Portugal), 
  94: misterpep979 (Espagne), 
  95: ferry9 (Espagne), 
  96: nuria108 (Espagne), 
  97: zurcal3d (Espagne), 
  98: picpoul118 (France), 
  99: cartes11 [2] (Espagne), 
  100: TheMasteR827 (Espagne), 
  101: Juanfresa (Portugal), 
  102: cartes11 (Espagne), 
  103: elodie38600 (France), 
  104: shagyy_90 [2] (Espagne), 
  105: danieldu22 (France), 
  106: Mefisto02 (France), 
  107: FLOPAS94 [2] (France), 
  108: Angello_0787 (Espagne), 
  109: alberPKR888 (Espagne), 
  110: ifiwiniwin (Espagne), 
  111: chrismuret (France), 
  112: FLOPAS94 (France), 
  113: flplopes [2] (Portugal), 
  114: Lumacor55 (Espagne), 
  115: arr0w0703 (France), 
  116: baltasnog (Portugal), 
  117: Matu1308 (Espagne), 
  118: luisbobslb (Portugal), 
  119: erictokyo (France), 
  120: annteck (France), 
  121: JimmyFulJaus (Espagne), 
  122: Jorginhovv (Espagne), 
  123: FreddyelKamal (Espagne), 
  124: riky30riko (Portugal), 
  125: shagyy_90 (Espagne), 
  126: BOUNAFK (France), 
  127: kalamarees (Espagne), 
  128: LaRusA23 (Espagne), 
  129: manu3945 [2] (France), 
  130: illescax (Espagne), 
  131: 99rtz (Espagne), 
  132: Sekry971 (France), 
  133: jeremykayd06 (France), 
  134: facf3006 (Portugal), 
  135: FRANER105 (Espagne), 
  136: Angel5Kml (France), 
  137: 19MOTA72 (Espagne), 
  138: kstekan (Espagne), 
  139: Pguimas76 (Portugal), 
  140: Tyna2205 (France), 
  141: GEGEB83 (France), 
  142: patrimp28 (Espagne), 
  143: rebourne2012 (Portugal), 
  144: jb2596 (France), 
  145: Marquesito94 (Espagne), 
  146: faky33 (France), 
  147: manu3945 (France), 
  148: flplopes (Portugal), 
  149: pollicio9 (Espagne), 
  150: Alonsolj (Espagne), 
  151: Luckismine78 (France), 
  152: silentgun149 (Portugal), 
  153: BornamitA (Espagne), 
  154: franfrannn15 (Espagne), 
  155: Patatus313 [2] (France), 
  156: mario@14344 (Portugal), 
  157: DvcOne (Espagne), 
  158: CR7Nicolas (France), 
  159: saporosky (Espagne), 
  160: rupere3 (Espagne), 
  161: Patatus313 (France), 
  162: Hub4500 (France), 
  163: codebarre00 (France), 
  164: HAPPYLIFE973 (Guyane française), 
  165: elmariaxi (Portugal), 
  166: pindongo (Espagne), 
  167: benpita2 (France), 
  168: aalabrador (Espagne), 
  169: Vaj04 (Portugal), 
  170: Nikoleddu80 (France), 
  171: lucasj83l (France), 
  172: cris080810 (Espagne), 
  173: 1luis felipe (Portugal), 
  174: alvarovazquezlt (Espagne), 
  175: flop7171 (France), 
  176: Tdt1311 (Espagne), 
  177: antoniord894 (Espagne), 
Vous avez terminé le tournoi (éliminé lors de la main #251341944431).


