PokerStars Tournoi #3638484896, No Limit Hold'em
Buy-in : €4.50/€0.50 EUR
1135 joueurs
Dotation totale : €6000.00 EUR 
Tournoi commencé 05/09/2023 17:00:00 CET [05/09/2023 11:00:00 ET]

  1: # BRUX010 # (Brésil), encore en lice
  2: $ergio$6969 (Espagne), encore en lice
  3: (CST)008 (France), encore en lice
  4: 0ligug (Brésil), encore en lice
  5: 155311 (Portugal), encore en lice
  6: 1NorthStar1 (Portugal), encore en lice
  7: 1carrillo1 (Espagne), encore en lice
  8: 4ndr3d3s1lv4 (Portugal), encore en lice
  9: 666raul666 (Portugal), encore en lice
  10: 913skreen (Ukraine), encore en lice
  11: 9urano (Portugal), encore en lice
  12: ABRAAKADABRA (France), encore en lice
  13: AFPortela (Brésil), encore en lice
  14: ALEXmvpALEX (Lituanie), encore en lice
  15: AN1964gambler (Portugal), encore en lice
  16: APG1512 [2] (Espagne), encore en lice
  17: Aartiom2805 (Moldavie), encore en lice
  18: Adversary89 (Brésil), encore en lice
  19: Aenima20187 (Portugal), encore en lice
  20: Aguileño29 (Espagne), encore en lice
  21: Aleex RO [2] (Espagne), encore en lice
  22: AlexAlves66 (Brésil), encore en lice
  23: AlexDuarte15 (Portugal), encore en lice
  24: AlucardSamada (France), encore en lice
  25: Amoura11 (Portugal), encore en lice
  26: Anitea (France), encore en lice
  27: AstroNala (Portugal), encore en lice
  28: Athones (France), encore en lice
  29: AtnirTPT (Portugal), encore en lice
  30: Attuirmãd4_pt (Portugal), encore en lice
  31: Aurelie2404 (France), encore en lice
  32: AyRoK2674 (France), encore en lice
  33: AznagA (Portugal), encore en lice
  34: BadTimeShove [2] (Portugal), encore en lice
  35: Badharley42 (France), encore en lice
  36: Bambuk09 (Ukraine), encore en lice
  37: Barth157 (Brésil), encore en lice
  38: Basquoy64 (France), encore en lice
  39: BenVietto (Moldavie), encore en lice
  40: BouffMyNuts [2] (France), encore en lice
  41: BrNaglolgal (Kazakhstan), encore en lice
  42: Brother1994 (Portugal), encore en lice
  43: BrunaFornazier (Brésil), encore en lice
  44: CALAGAN03 (France), encore en lice
  45: CHACHEKESI [2] (Espagne), encore en lice
  46: COLUCHE256 (France), encore en lice
  47: Cabech10 [2] (Argentine), encore en lice
  48: Calêro005 (Portugal), encore en lice
  49: CaptKonstadt (France), encore en lice
  50: Captnglou (France), encore en lice
  51: Carlosferrero (Espagne), encore en lice
  52: Carlosrobi14 (Espagne), encore en lice
  53: Carolina2900 (Portugal), encore en lice
  54: Catenaccio_AK (Espagne), encore en lice
  55: Chemy77 (France), encore en lice
  56: Chinas20 (Portugal), encore en lice
  57: ChristPik34 [2] (France), encore en lice
  58: Chumates [2] (Espagne), encore en lice
  59: Cliint31 (France), encore en lice
  60: ColdOneUA (Pologne), encore en lice
  61: Cosmictrip75 [2] (France), encore en lice
  62: Costa_TNT (Portugal), encore en lice
  63: CrazySnail96 (France), encore en lice
  64: Cunhz [2] (Portugal), encore en lice
  65: DIKI-ZORRO (Espagne), encore en lice
  66: DZG 520 (Portugal), encore en lice
  67: Dafolhaseca (Portugal), encore en lice
  68: Dalen_30 [2] (Espagne), encore en lice
  69: DavGomez (Portugal), encore en lice
  70: Dawk1ns (Bélarus), encore en lice
  71: Didzthedude (Portugal), encore en lice
  72: DiogoDs8 (Portugal), encore en lice
  73: DiogoPoker13 (Portugal), encore en lice
  74: Djfr6 (Portugal), encore en lice
  75: Dmateus10 (Portugal), encore en lice
  76: Doudlion97 (France), encore en lice
  77: Doudou2457 (France), encore en lice
  78: Douguinz (France), encore en lice
  79: DuxyH (France), encore en lice
  80: ED LEFOUKAR (France), encore en lice
  81: ELMesquita (Portugal), encore en lice
  82: EVMontalvao (Portugal), encore en lice
  83: EbolaMyLove (Moldavie), encore en lice
  84: ElRuso420 (Espagne), encore en lice
  85: Elerson10_Es (Brésil), encore en lice
  86: EmirDuriu (Portugal), encore en lice
  87: EnzoZf (Espagne), encore en lice
  88: Espinavfc (Portugal), encore en lice
  89: Etel414 [2] (Portugal), encore en lice
  90: FVieiraPT (Portugal), encore en lice
  91: FabioMimoso11 (Portugal), encore en lice
  92: Fabiomoraes7 (Brésil), encore en lice
  93: Fayç23 [2] (France), encore en lice
  94: FerD242 (Espagne), encore en lice
  95: FiguraJr950 [2] (Espagne), encore en lice
  96: FishFromParis (Ukraine), encore en lice
  97: FiuMPC (Brésil), encore en lice
  98: FlopRider [2] (Portugal), encore en lice
  99: Fmm48 (Espagne), encore en lice
  100: ForzaCatalina (Pérou), encore en lice
  101: FraOsKy (Espagne), encore en lice
  102: Francisco2246 (Espagne), encore en lice
  103: FranckPoupart [2] (France), encore en lice
  104: Fred141065 (France), encore en lice
  105: FuckNugget1 (France), encore en lice
  106: Funky999445 [2] (France), encore en lice
  107: FunkyJam93 [2] (Portugal), encore en lice
  108: Fábio09 [2] (Portugal), encore en lice
  109: G.R.N.35 (Ukraine), encore en lice
  110: GABRYe1M. (Portugal), encore en lice
  111: GAROTYS (Espagne), encore en lice
  112: GENIE5555 [2] (France), encore en lice
  113: GHDPARIS (France), encore en lice
  114: GRILLO1964 (Espagne), encore en lice
  115: Gagarunadora [2] (Brésil), encore en lice
  116: Giapzo [2] (France), encore en lice
  117: GreatMann25 (Ukraine), encore en lice
  118: Green_Goblinio [2] (Ukraine), encore en lice
  119: Gronman96 [2] (Espagne), encore en lice
  120: Guryweed28 (Espagne), encore en lice
  121: GvaRdi1 (Ukraine), encore en lice
  122: H2K Perna (Espagne), encore en lice
  123: Hirøtaka (France), encore en lice
  124: Hissoka PKR (Espagne), encore en lice
  125: IIonutt8 [2] (Portugal), encore en lice
  126: ImSelect88 (Espagne), encore en lice
  127: Imyourbadbet (Espagne), encore en lice
  128: InconitoSlim (France), encore en lice
  129: InsertCoin69 (Espagne), encore en lice
  130: J52M (France), encore en lice
  131: JJJosh84 (France), encore en lice
  132: JJOliveira0606 (Portugal), encore en lice
  133: JOOMBOOM111 (Ukraine), encore en lice
  134: Jack O'Hamiz [2] (France), encore en lice
  135: James_Suisperdu (France), encore en lice
  136: Javierinho45 (Espagne), encore en lice
  137: JeTeGrinde19 (France), encore en lice
  138: JimmyMVP (Ukraine), encore en lice
  139: JoelFpnf (Portugal), encore en lice
  140: Joepasa88 (Portugal), encore en lice
  141: Jokz C [2] (Portugal), encore en lice
  142: Jph!l-cJ (France), encore en lice
  143: Juakinator90 (Espagne), encore en lice
  144: JulaBeats (Portugal), encore en lice
  145: JustLikeYvei [2] (Espagne), encore en lice
  146: KORNBOOT (France), encore en lice
  147: Kekepoker06 (France), encore en lice
  148: KiNgB0i0 (Portugal), encore en lice
  149: Kingsneverdie22 (Espagne), encore en lice
  150: Kissonehundr (Portugal), encore en lice
  151: Koalarito (Portugal), encore en lice
  152: Konopl9nko (Ukraine), encore en lice
  153: Kostricio (Espagne), encore en lice
  154: KylianScP (France), encore en lice
  155: LPMCC (Portugal), encore en lice
  156: LaB77340 (France), encore en lice
  157: LaBy_mv (Portugal), encore en lice
  158: LaSilvaaa [2] (Portugal), encore en lice
  159: LanaRhoadesAA (France), encore en lice
  160: Laryteh (Espagne), encore en lice
  161: Laryx91 (France), encore en lice
  162: Laura290993 [2] (France), encore en lice
  163: LeCrokMort67 (France), encore en lice
  164: LeSpart [2] (France), encore en lice
  165: LendaPT (Portugal), encore en lice
  166: LiYunPark (France), encore en lice
  167: Linesftw (France), encore en lice
  168: Lost07Here (France), encore en lice
  169: LrunrunM (Portugal), encore en lice
  170: Luckismine78 [2] (France), encore en lice
  171: Lukyy510 (Espagne), encore en lice
  172: M.Bobo6 (France), encore en lice
  173: MADVentura (Portugal), encore en lice
  174: MARLEYog (Espagne), encore en lice
  175: MBtuga (Portugal), encore en lice
  176: MCsulli (France), encore en lice
  177: MERLEPAYS (Réunion), encore en lice
  178: MESTRE1957 (Portugal), encore en lice
  179: MIABRUNA (Portugal), encore en lice
  180: MIKL0304 (Ukraine), encore en lice
  181: MPereira90 (Portugal), encore en lice
  182: MRJS1991 (France), encore en lice
  183: MVLSoClose (France), encore en lice
  184: Maaariow (France), encore en lice
  185: Magnus600 (Ukraine), encore en lice
  186: Mago mangon (Espagne), encore en lice
  187: MajesTiiKz [2] (France), encore en lice
  188: Manelv99 (Espagne), encore en lice
  189: MangeTonAs (France), encore en lice
  190: Manoplax (Espagne), encore en lice
  191: Manoyafuera1 (Espagne), encore en lice
  192: Manuelsss12 (Argentine), encore en lice
  193: Memoria972 (France), encore en lice
  194: Mirka019 (Kazakhstan), encore en lice
  195: MonacoPA (Espagne), encore en lice
  196: Monserat_0 (Ukraine), encore en lice
  197: Morgadips (Espagne), encore en lice
  198: Moro63629 [2] (Portugal), encore en lice
  199: Mr PORC 31 (France), encore en lice
  200: Mr_Jean980 (France), encore en lice
  201: Muleto (Espagne), encore en lice
  202: NO_MORE_ BETS 7 (Portugal), encore en lice
  203: NSantos1906 (Portugal), encore en lice
  204: Nasvut_R3bel (Espagne), encore en lice
  205: NazarTyrchyniak (Ukraine), encore en lice
  206: NiGhtyZzz (Portugal), encore en lice
  207: Nick Grabowski (Hongrie), encore en lice
  208: NickArdon (France), encore en lice
  209: Nikka6407 (France), encore en lice
  210: Noktambul (Espagne), encore en lice
  211: Nostroomo (Espagne), encore en lice
  212: Noyakor (Espagne), encore en lice
  213: O.Z.Aco$ta (Portugal), encore en lice
  214: OndeSeFolda? (Portugal), encore en lice
  215: PKMata (Portugal), encore en lice
  216: PMCA13 (Portugal), encore en lice
  217: PVA18 [2] (Portugal), encore en lice
  218: Pablosk_mt (Espagne), encore en lice
  219: PhOeNiX7171 (Espagne), encore en lice
  220: PokerChampik (Ukraine), encore en lice
  221: Poliptoto (Portugal), encore en lice
  222: QueueFlammess [2] (France), encore en lice
  223: R063R599 (Espagne), encore en lice
  224: RS_DD411 (Bélarus), encore en lice
  225: RUKKAAPNZ (Portugal), encore en lice
  226: RaiseU4Fun37 [2] (Portugal), encore en lice
  227: Ramarais (Portugal), encore en lice
  228: Renatomdm (Brésil), encore en lice
  229: Richarfish (Espagne), encore en lice
  230: Ritch777 (France), encore en lice
  231: Rmatos21 (Brésil), encore en lice
  232: Road2Diva (Ukraine), encore en lice
  233: Romeo22901 [2] (Espagne), encore en lice
  234: RomeroLimaGolf [2] (Espagne), encore en lice
  235: RraaahH (France), encore en lice
  236: Rucamor44 (Portugal), encore en lice
  237: Rulon&EVRO (Ukraine), encore en lice
  238: RunLikeJesusll [2] (France), encore en lice
  239: SNeverluck (Portugal), encore en lice
  240: SPIKLUI [2] (France), encore en lice
  241: Saamy38 (France), encore en lice
  242: SelmaCompas (Portugal), encore en lice
  243: Shmupforlife (France), encore en lice
  244: Sibannac622 [2] (Brésil), encore en lice
  245: SimoesEl7 (Portugal), encore en lice
  246: Sinieiro [2] (Espagne), encore en lice
  247: SirHiguain89 (Portugal), encore en lice
  248: SkyMirror84 (Ukraine), encore en lice
  249: SobolenkoA (Ukraine), encore en lice
  250: Soldiforr (Brésil), encore en lice
  251: SrNegrii (Espagne), encore en lice
  252: StephenStrange (Argentine), encore en lice
  253: StrykaneLG834 (France), encore en lice
  254: THERITE19 [2] (France), encore en lice
  255: THIPAJU [2] (Espagne), encore en lice
  256: TITANGAS22 (Espagne), encore en lice
  257: TOTALHORSTAXES (France), encore en lice
  258: Takafolder (France), encore en lice
  259: The $urfer (Espagne), encore en lice
  260: TheFulles (Espagne), encore en lice
  261: TheRandallPt [2] (Portugal), encore en lice
  262: Theo972Win [2] (France), encore en lice
  263: Tiburoncito8 (Espagne), encore en lice
  264: Tinky_Winky111 (Ukraine), encore en lice
  265: Tomanice [2] (Portugal), encore en lice
  266: Tonas_10 [2] (Portugal), encore en lice
  267: TopDEDok (Ukraine), encore en lice
  268: TouchnMyNuts888 (Azerbaïdjan), encore en lice
  269: Ttule (France), encore en lice
  270: Txitxa65 (France), encore en lice
  271: Va$ylev$ (Ukraine), encore en lice
  272: Venturita96 (Espagne), encore en lice
  273: ViachlackG (Espagne), encore en lice
  274: Vladimirguez1 (France), encore en lice
  275: VodkaBlack51 [2] (France), encore en lice
  276: VyMaks (Ukraine), encore en lice
  277: Way2do (Espagne), encore en lice
  278: Whitedagleki1 (Kazakhstan), encore en lice
  279: Work4Crush (France), encore en lice
  280: Xicof [2] (Portugal), encore en lice
  281: YASTED95 (France), encore en lice
  282: YOYOX40 (France), encore en lice
  283: Yanakin76 (France), encore en lice
  284: Yavarela (Espagne), encore en lice
  285: Younnixx (France), encore en lice
  286: YourCrazyTilt (Ukraine), encore en lice
  287: YoutRy (France), encore en lice
  288: Yuuuu22 (Portugal), encore en lice
  289: ZaDenigiDa (Moldavie), encore en lice
  290: Zebulon73000 (France), encore en lice
  291: Zerg-HoneyBager [2] (Ukraine), encore en lice
  292: Zizú (Espagne), encore en lice
  293: _Pago.Eu_ (Espagne), encore en lice
  294: aAAkuArIIuM (France), encore en lice
  295: aKaBoTa (Espagne), encore en lice
  296: aboudi94 [2] (France), encore en lice
  297: acrom288 (Espagne), encore en lice
  298: adixt (France), encore en lice
  299: adodak (Espagne), encore en lice
  300: adolius [2] (Espagne), encore en lice
  301: adrianekiss (Espagne), encore en lice
  302: afra91 (Espagne), encore en lice
  303: algarve1002 (France), encore en lice
  304: alvarosm21 (Espagne), encore en lice
  305: antsua77 (Espagne), encore en lice
  306: anxela1954 (Espagne), encore en lice
  307: arevalo89 (Espagne), encore en lice
  308: asilia1981 (France), encore en lice
  309: assspy [2] (Espagne), encore en lice
  310: atom266 [2] (Espagne), encore en lice
