PokerStars Tournoi #3873541225, No Limit Hold'em
Super Satellite
Buy-in : €0.90/€0.10 EUR
109 joueurs
Dotation totale : €98.10 EUR 
Tournoi cible #3873541124 Buy-in : €10.00 EUR
Tournoi commencé 02/04/2025 10:05:00 CET [02/04/2025 4:05:00 ET]

  1: 28760pks (Espagne), encore en lice
  2: 59Malouk59 (France), encore en lice
  3: Alexmouchy (France), encore en lice
  4: Alphératz (France), encore en lice
  5: Bergprada (Portugal), encore en lice
  6: Brob6969 (France), encore en lice
  7: CALAMAR1782 (Espagne), encore en lice
  8: CaptainAdHoc (France), encore en lice
  9: D13G15 (Espagne), encore en lice
  10: Domi 7S (France), encore en lice
  11: Donrapace14 (France), encore en lice
  12: Dr.Harambe (Espagne), encore en lice
  13: ElBoulllli [2] (France), encore en lice
  14: FINOallaFINE978 (France), encore en lice
  15: FabulousFab39 (France), encore en lice
  16: FloFullFloP (France), encore en lice
  17: IvanDeCheo (Espagne), encore en lice
  18: JORGE ALBANO (Espagne), encore en lice
  19: Javirb0403 (Espagne), encore en lice
  20: Jordan86190 (France), encore en lice
  21: Jrandall75020 (France), encore en lice
  22: LEGANES666MC (Espagne), encore en lice
  23: Logs05 (Portugal), encore en lice
  24: Loroith (Espagne), encore en lice
  25: Loursdu410 (France), encore en lice
  26: MYO3 (Espagne), encore en lice
  27: MaralexPoila (Portugal), encore en lice
  28: Mct1986 (Espagne), encore en lice
  29: Mickajab (France), encore en lice
  30: Mokusatsu88 (France), encore en lice
  31: Quesadillas (France), encore en lice
  32: ReynoldsGM86 (Espagne), encore en lice
  33: Veratti90 (France), encore en lice
  34: adam8181 (Espagne), encore en lice
  35: andrespineros (Espagne), encore en lice
  36: borji96 (Espagne), encore en lice
  37: breezin5 (Espagne), encore en lice
  38: cesar cukin (Espagne), encore en lice
  39: diego5-11-11 (Espagne), encore en lice
  40: ecuinas (Espagne), encore en lice
  41: elpinkysharky (France), encore en lice
  42: fjdelrio88 (Espagne), encore en lice
  43: fumarmata9564 [2] (France), encore en lice
  44: funambulebg1 (France), encore en lice
  45: javier3544 (Espagne), encore en lice
  46: javier982511 (Espagne), encore en lice
  47: jeank0611 (France), encore en lice
  48: kA0s1! (Espagne), encore en lice
  49: kocho15 [2] (Espagne), encore en lice
  50: krimo03 (France), encore en lice
  51: livia2409 (France), encore en lice
  52: lucky13143 (France), encore en lice
  53: matcarter (France), encore en lice
  54: milloneti52 (Espagne), encore en lice
  55: paco xaparro (Espagne), encore en lice
  56: parazozo (Espagne), encore en lice
  57: piscina75 (Espagne), encore en lice
  58: qimaohu (Espagne), encore en lice
  59: raodao [2] (France), encore en lice
  60: rcaa118 (Espagne), encore en lice
  61: rodroooo19 [2] (Espagne), encore en lice
  62: stup_pecos68 (France), encore en lice
  63: superxolo88 (Espagne), encore en lice
  64: syrien69 (France), encore en lice
  65: trikar2 (France), encore en lice
  66: ulysse75010 (France), encore en lice
  67: usher99270 (Portugal), encore en lice
  68: vincoujenny (France), encore en lice
  69: xescoteam (Espagne), encore en lice
  70: yonmlavo69 (Espagne), encore en lice
  71: Ödin (Espagne), encore en lice
  72: psychoman59 (France), 
  73: Nairolf42610 [2] (France), 
  74: 66scorpion83 (France), 
  75: Kyriusephraim (France), 
  76: solaz71 (Espagne), 
  77: montsalva831 (France), 
  78: Pockett-Rocket (France), 
  79: falcucho671 (Espagne), 
  80: anthonisoyyo (Espagne), 
  81: mlk3narios (Espagne), 
  82: galloroma (France), 
  83: Mickaelkael39 (France), 
  84: fumarmata9564 (France), 
  85: Nairolf42610 (France), 
  86: kocho15 (Espagne), 
  87: ElBoulllli (France), 
  88: raodao (France), 
  89: JMCPT66 (Portugal), 
  90: Saveonyou (Portugal), 
  91: joselitro7 (Espagne), 
  92: pit12r57 (France), 
  93: caarboonyees (Espagne), 
  94: chicodeslandes (France), 
  95: Drixou78 (France), 
  96: delfyin (Espagne), 
  97: ñkgll (Espagne), 
  98: albertooyeah (Espagne), 
  99: beebee77130 [2] (France), 
  100: 96guimaa (Portugal), 
  101: beebee77130 (France), 
  102: jonimeconekt (Espagne), 
  103: jakeblake300 (Portugal), 
  104: EDL1702 (Espagne), 
  105: rodroooo19 (Espagne), 
  106: rogbet29 (Espagne), 
  107: luisafr01 (Espagne), 
  108: vk.officiall (Espagne), 
  109: Juudithh__ (Espagne), 
Vous avez terminé le tournoi (éliminé lors de la main #255556610299).


