PokerStars Tournoi #3706939189, No Limit Hold'em
Super Satellite
Buy-in : €0.90/€0.10 EUR
131 joueurs
Dotation totale : €117.90 EUR 
Tournoi cible #3706938929 Buy-in : €10.00 EUR
Tournoi commencé 03/02/2024 8:15:00 CET [03/02/2024 2:15:00 ET]

  1: Arofe (Espagne), encore en lice
  2: Bouledefeu02 (France), encore en lice
  3: Calyss (France), encore en lice
  4: Ccabal-65 (France), encore en lice
  5: D8TesT24 (France), encore en lice
  6: Dariolargo1 (Espagne), encore en lice
  7: GROUNDATIONFR (France), encore en lice
  8: INTEROSKAR (Espagne), encore en lice
  9: Kika65 [2] (Portugal), encore en lice
  10: LiliFlash44 (France), encore en lice
  11: Molko30140 (France), encore en lice
  12: Petejan (Espagne), encore en lice
  13: PhamGus93 (France), encore en lice
  14: Reptile Eye (Espagne), encore en lice
  15: SCARLETT2021 (France), encore en lice
  16: XXXLAURENT (France), encore en lice
  17: c.sanchezzz [2] (Espagne), encore en lice
  18: covas1985 (Portugal), encore en lice
  19: eric77130 (France), encore en lice
  20: franck696663 (France), encore en lice
  21: franjalv (Espagne), encore en lice
  22: george017 (Espagne), encore en lice
  23: groseille008 (France), encore en lice
  24: guignol68 (France), encore en lice
  25: kokoning (Espagne), encore en lice
  26: miyakiki (France), encore en lice
  27: perkin1977 (Espagne), encore en lice
  28: philmarciano (France), encore en lice
  29: rjsdelgad (Portugal), encore en lice
  30: sabadell-1 (Espagne), encore en lice
  31: snilak16& [2] (Espagne), encore en lice
  32: sumatra78 (Espagne), encore en lice
  33: tankfkc2 (France), encore en lice
  34: teahupoo13 (France), encore en lice
  35: tiolay33 (Espagne), encore en lice
  36: tofer59231 (France), encore en lice
  37: toons8181 (France), encore en lice
  38: trafarel9 (Espagne), encore en lice
  39: vigoscorpio (France), encore en lice
  40: yakelk1.34 (France), encore en lice
  41: zagros57 (France), encore en lice
  42: zicking (Portugal), encore en lice
  43: psychoman59 (France), 
  44: Bruno Vie700 (Portugal), 
  45: acantino (Espagne), 
  46: Audrey90hvvv (France), 
  47: rmgil1979 (Espagne), 
  48: lolo240906 (France), 
  49: Jer0421 (France), 
  50: nico59283 (France), 
  51: atrassatanas (Espagne), 
  52: nicomed332 (France), 
  53: CyDmaria (Espagne), 
  54: johnmendes (Portugal), 
  55: dodo71310 (France), 
  56: Oxo71 [2] (France), 
  57: ArTuRo@090917 (France), 
  58: le_wolverine (France), 
  59: titinico49 (France), 
  60: loup fantome (France), 
  61: SnAKe3250 (Portugal), 
  62: livindel (France), 
  63: titoss226 (France), 
  64: apolacro (Espagne), 
  65: sangokudiego [2] (France), 
  66: REMIP07 (France), 
  67: petitoiseaux93 (France), 
  68: FPSA81 (Espagne), 
  69: el_fabilous (Lettonie), 
  70: fcuvellier (France), 
  71: drsingame (Espagne), 
  72: caaspersito (Espagne), 
  73: memess54 (France), 
  74: sangokudiego (France), 
  75: chispera17 (Espagne), 
  76: SQueezbliTZ (France), 
  77: labiche85 (France), 
  78: roipique51 [2] (France), 
  79: sergiocb1894 [2] (Espagne), 
  80: Kika65 (Portugal), 
  81: Bobylapointe2 (France), 
  82: quinone363 [2] (France), 
  83: jeanchantome (France), 
  84: rasec642 (Espagne), 
  85: BrenDaMaia [2] (Espagne), 
  86: alexandraa123 (Espagne), 
  87: Pocaspuas (Espagne), 
  88: Anto Pinoy 75 [2] (France), 
  89: paradisedgrn (Espagne), 
  90: Juanmi7967 (Espagne), 
  91: TRAKINAS1974 (Portugal), 
  92: floribele (France), 
  93: sergiocb1894 (Espagne), 
  94: Oxo71 (France), 
  95: skisito-btf (Espagne), 
  96: minterman (Espagne), 
  97: Lethkorias [2] (Espagne), 
  98: dddoume (France), 
  99: mili57RA (France), 
  100: quinone363 (France), 
  101: snilak16& (Espagne), 
  102: TheRikr (Espagne), 
  103: guisiss (Espagne), 
  104: lolo13010705 (France), 
  105: Kaiser369369 [2] (France), 
  106: roipique51 (France), 
  107: Yazid105 (Portugal), 
  108: cristianMerchan (Espagne), 
  109: 10chorabebe23 (Portugal), 
  110: arnaucastro (Espagne), 
  111: alejandroaznarn [2] (Espagne), 
  112: Patrail (France), 
  113: jkno77 (Espagne), 
  114: Congo64 (France), 
  115: c.sanchezzz (Espagne), 
  116: RuiPereira1974 [2] (Portugal), 
  117: marcjofre (Espagne), 
  118: Lethkorias (Espagne), 
  119: alejandroaznarn (Espagne), 
  120: carlosbr95 (Portugal), 
  121: JimmyPoker08 (Espagne), 
  122: Kaiser369369 (France), 
  123: Anto Pinoy 75 (France), 
  124: BrenDaMaia (Espagne), 
  125: rainbow0857 (Espagne), 
  126: Kanidja1107 (Portugal), 
  127: RuiPereira1974 (Portugal), 
  128: birdyfee (France), 
  129: tapingan (Espagne), 
  130: CarlospokerMa (Espagne), 
  131: Régis.S78 (France), 

Vous avez terminé à la 43e place (éliminé lors de la main #248656751949).


