PokerStars Tournoi #3882649997, No Limit Hold'em
Super Satellite
Buy-in : €0.90/€0.10 EUR
86 joueurs
Dotation totale : €77.40 EUR 
Tournoi cible #3882649858 Buy-in : €10.00 EUR
Tournoi commencé 03/05/2025 8:05:00 CET [03/05/2025 2:05:00 ET]

  1: JUSTO69419 (Espagne),  (qualifiés pour le tournoi cible)
  2: aguecaelala [2] (Espagne),  (qualifiés pour le tournoi cible)
  3: andrea88976 (Espagne),  (qualifiés pour le tournoi cible)
  4: ega100 (Espagne),  (qualifiés pour le tournoi cible)
  5: partirtd [2] (Portugal),  (qualifiés pour le tournoi cible)
  6: pcsf99 (Portugal),  (qualifiés pour le tournoi cible)
  7: psychoman59 (France),  (qualifiés pour le tournoi cible)
  8: danimar04 (Espagne), €5,00
  9: orquidea71 [2] (Espagne), €2,40
  10: bracco2555 (France), 
  11: traviskush (France), 
  12: games13140 (France), 
  13: unso29470 (France), 
  14: sevy06000 (France), 
  15: Zosia512 (France), 
  16: cba49 [2] (France), 
  17: STANISXXX (Espagne), 
  18: 0HomemDoSac0 (Portugal), 
  19: aplata1977 (Espagne), 
  20: Brunoo43 (France), 
  21: felossi46 (Espagne), 
  22: ZiZhany (France), 
  23: lagon212 (France), 
  24: fels47 (Portugal), 
  25: BouyakaBoum (France), 
  26: juanfranrd98 (Espagne), 
  27: MBPLUCKY (Kazakhstan), 
  28: capsule002 (France), 
  29: oihanoi (Espagne), 
  30: MiguelGlez91 (Espagne), 
  31: JavierRivas82 (Portugal), 
  32: julsau81 (Réunion), 
  33: rugbyp (France), 
  34: Sodesska (France), 
  35: WhiteWolf692 (Portugal), 
  36: djimy17 (France), 
  37: herve62430 (France), 
  38: myma460 (France), 
  39: michael29810 [2] (France), 
  40: miiki88 (Espagne), 
  41: albertopomares [2] (Espagne), 
  42: abelitopoker (Espagne), 
  43: Lgringosolo (France), 
  44: N3xtTIm35 (Espagne), 
  45: arthurbilly (France), 
  46: JEANSAONO (Espagne), 
  47: albertopomares (Espagne), 
  48: henryfleury [2] (France), 
  49: trafarel9 (Espagne), 
  50: Pacar10 (Espagne), 
  51: cba49 (France), 
  52: orquidea71 (Espagne), 
  53: AndréCruz1989 (Portugal), 
  54: mrepspt [2] (Portugal), 
  55: SiuL_Team (Espagne), 
  56: t@tu_FLO (Espagne), 
  57: bretttzel (France), 
  58: aguecaelala (Espagne), 
  59: oskeerde [2] (Espagne), 
  60: theghost752 (Portugal), 
  61: miki79269 (France), 
  62: el-q-faltaba (Espagne), 
  63: S4MP4R4MI (Espagne), 
  64: michael29810 (France), 
  65: goliath74270 (France), 
  66: fasa1971 (Espagne), 
  67: jazminsue [2] (Espagne), 
  68: oskeerde (Espagne), 
  69: drako5s (Espagne), 
  70: Joseangelconra [2] (Espagne), 
  71: henryfleury (France), 
  72: mrepspt (Portugal), 
  73: gtturbo86 (Espagne), 
  74: Burbon1 (Espagne), 
  75: Nino91600 (France), 
  76: jazminsue (Espagne), 
  77: partirtd (Portugal), 
  78: awan13 (France), 
  79: perikito27 (Espagne), 
  80: alex_messias [2] (Espagne), 
  81: daga4 (Espagne), 
  82: Joseangelconra (Espagne), 
  83: alex_messias (Espagne), 
  84: anfaral (Espagne), 
  85: jipé27 (France), 
  86: thiibault66 (France), 

Vous avez terminé à la 1er place (éliminé lors de la main #255984469432).


