PokerStars Tournoi #3863766960, No Limit Hold'em
Super Satellite
Buy-in : €0.90/€0.10 EUR
230 joueurs
Dotation totale : €207.00 EUR 
Tournoi cible #3863766869 Buy-in : €10.00 EUR
Tournoi commencé 04/03/2025 15:05:00 CET [04/03/2025 9:05:00 ET]

  1: 1-petete (Espagne),  (qualifiés pour le tournoi cible)
  2: CPA179 (Espagne),  (qualifiés pour le tournoi cible)
  3: Chenapanpan (France),  (qualifiés pour le tournoi cible)
  4: KRIMEN (Espagne),  (qualifiés pour le tournoi cible)
  5: Lonegunman284 [2] (Espagne),  (qualifiés pour le tournoi cible)
  6: Unkule (Espagne),  (qualifiés pour le tournoi cible)
  7: Xipillo (Espagne),  (qualifiés pour le tournoi cible)
  8: apuelas (Espagne),  (qualifiés pour le tournoi cible)
  9: benducamp [2] (France),  (qualifiés pour le tournoi cible)
  10: bigoteacicalado (Espagne),  (qualifiés pour le tournoi cible)
  11: erorua (France),  (qualifiés pour le tournoi cible)
  12: fabregas1699 (Espagne),  (qualifiés pour le tournoi cible)
  13: gimeno-89 (Espagne),  (qualifiés pour le tournoi cible)
  14: kunylingus31 (France),  (qualifiés pour le tournoi cible)
  15: liham75014 (France),  (qualifiés pour le tournoi cible)
  16: maruja68 (Espagne),  (qualifiés pour le tournoi cible)
  17: nolitoo93 (Espagne),  (qualifiés pour le tournoi cible)
  18: papou0851 (France),  (qualifiés pour le tournoi cible)
  19: psychoman59 (France),  (qualifiés pour le tournoi cible)
  20: starka66160 (France),  (qualifiés pour le tournoi cible)
  21: Kethmo (France), €5,00
  22: joe.hotmail. (Espagne), €2,00
  23: LeSardinette (Espagne), 
  24: Mark11185 (France), 
  25: Maurphea (France), 
  26: Chanqueiro (Espagne), 
  27: cobra131165 (France), 
  28: menorcan71 [2] (Espagne), 
  29: max73800 (France), 
  30: patobravoo777 (Portugal), 
  31: I.De.S-SSB (Portugal), 
  32: 3teixidor (Espagne), 
  33: abraham2772 (Espagne), 
  34: machado1495 (Portugal), 
  35: You5BetIFold (France), 
  36: Jpg554 (Espagne), 
  37: dukecarmen (Espagne), 
  38: cazador112 (Espagne), 
  39: gela60 (Espagne), 
  40: Carlos 7777 (Espagne), 
  41: Juan b h210 (Espagne), 
  42: 1mato22 (Espagne), 
  43: canary_islan [2] (Espagne), 
  44: john mounir (France), 
  45: rare12345 (Portugal), 
  46: roséedumatin (France), 
  47: VascoX1 (Portugal), 
  48: davidsegura2005 (Espagne), 
  49: semillaman (Espagne), 
  50: tentemalo (Espagne), 
  51: masuelzgz (Espagne), 
  52: chitlix (France), 
  53: Rikardu7 (Portugal), 
  54: PIMKIEXV (France), 
  55: Aleexx28x (Espagne), 
  56: pipapipon95 (Espagne), 
  57: closti (France), 
  58: Meleiru (Portugal), 
  59: Famulen (France), 
  60: Shiiva297 (Espagne), 
  61: B4byloNien (France), 
  62: c4_edwin (Espagne), 
  63: Ikergv7 [2] (Espagne), 
  64: rhyswlll (France), 
  65: Joevjo (Espagne), 
  66: jogador456 (Portugal), 
  67: _F3R_480 (Espagne), 
  68: TheFrenchie22 (France), 
  69: fil t tunes (France), 
  70: "Zietgeist"1 (Espagne), 
  71: jali55 [2] (France), 
  72: Pascoal78 [2] (Portugal), 
  73: jaimegr33 (Espagne), 
  74: MATRACA1414 (Espagne), 
  75: DUGALEX436 (France), 
  76: PedroMendes1993 (Portugal), 
  77: Toshikee (Portugal), 
  78: URBANO815 (Espagne), 
  79: tesi247 (Espagne), 
  80: Chicogas7 (Portugal), 
  81: barbosa402 [2] (Portugal), 
  82: eralveis (Espagne), 
  83: philoup3 (France), 
  84: josemy56 (Espagne), 
  85: Andres95986 (Espagne), 
  86: TeddyLeg (France), 
  87: Stemanlau [2] (France), 
  88: Alvaro209103 (Espagne), 
  89: h.ortega1 (Espagne), 
  90: RoiDuDisengage (France), 
  91: Ruka890 (Portugal), 
  92: ludopokerface (France), 
  93: Jisus666909 (Espagne), 
  94: stephspace (France), 
  95: lololharmo (France), 
  96: Juanitoh56 (France), 
  97: Squalol [2] (Espagne), 
  98: thorpag (Espagne), 
  99: dandydapper (Réunion), 
  100: MOLILUX (Espagne), 
  101: paulhino77 (France), 
  102: CRScip (Espagne), 
  103: Woody_85167 (Espagne), 
  104: Dalzet [2] (Espagne), 
  105: luciki211 (Espagne), 
  106: R4S0 (France), 
  107: Gatinho91160 [2] (France), 
  108: Mandelante (Espagne), 
  109: Zlatoine45 (France), 
  110: higterz06 (France), 
  111: InitialsBB79 (France), 
  112: Noham80000 (France), 
  113: pascalou26760 (France), 
  114: raone1 [2] (Espagne), 
  115: rrcckk (Espagne), 
  116: jonbonesclet [2] (France), 
  117: juanpaaaa389 (Espagne), 
  118: DULSITA1919 (Espagne), 
  119: tonino169 (Espagne), 
  120: funerman (Espagne), 
  121: bgamer123 (Portugal), 
  122: picaraza86 (Espagne), 
  123: TheWorld37ftw (Portugal), 
  124: xWardian (Espagne), 
  125: Nono6975 (France), 
  126: mr.libra_69 (Espagne), 
  127: patisieira (Espagne), 
  128: LiukoTAS (Espagne), 
  129: kurqui (Espagne), 
  130: mickee1712 (France), 
  131: Zorhka (France), 
  132: JPForte01 (Portugal), 
  133: makodf (Espagne), 
  134: biscaseca (Portugal), 
  135: nelsoncorreia5 (Portugal), 
  136: aleixelo7 (Espagne), 
  137: carli3425237 (France), 
  138: Ationamus [2] (France), 
  139: edreguerson (Espagne), 
  140: Faulo33 (Espagne), 
  141: lacerise0 (Réunion), 
  142: Emilopat (France), 
  143: Gatinho91160 (France), 
  144: RicMatPT (Portugal), 
  145: Stemanlau (France), 
  146: elpalau (Espagne), 
  147: quico23quico [2] (Espagne), 
  148: EL DAYB [2] (Espagne), 
  149: leandre05 (France), 
  150: Charlie0193 (France), 
  151: JOAOLUIS78 (Portugal), 
  152: estibaliz355 (Espagne), 
  153: SoulAgeMD (Espagne), 
  154: ErikM25 (Espagne), 
  155: Fayydou (France), 
  156: luis'1959859 (Portugal), 
