PokerStars Tournoi #3920432092, No Limit Hold'em
Freeroll 
3485 joueurs
€7200.00 EUR ajoutés au prize pool par PokerStars
Dotation totale : €7200.00 EUR 
Tournoi commencé 24/09/2025 10:05:00 CET [24/09/2025 4:05:00 ET]

  1: #nico5655 (Espagne), encore en lice
  2: $UNY0l (Espagne), encore en lice
  3: $juancarraq$ (Espagne), encore en lice
  4: (17)MAT (France), encore en lice
  5: 030709ahi (Espagne), encore en lice
  6: 08GuiGuiPS08 (France), encore en lice
  7: 1$11DUR (Espagne), encore en lice
  8: 100tifikoh (Espagne), encore en lice
  9: 10Ara (Portugal), encore en lice
  10: 1111picaro (Espagne), encore en lice
  11: 13Aquiles13 (Espagne), encore en lice
  12: 13vnr (France), encore en lice
  13: 1XINO (Espagne), encore en lice
  14: 2012Daniel74 (France), encore en lice
  15: 21GRO21 (France), encore en lice
  16: 25DEMETRIO25 (Portugal), encore en lice
  17: 291teddy (France), encore en lice
  18: 2AN7 (Espagne), encore en lice
  19: 2Teey (France), encore en lice
  20: 2xMilTLV (France), encore en lice
  21: 3Moita (Portugal), encore en lice
  22: 68trasgu (Espagne), encore en lice
  23: 73SS (Espagne), encore en lice
  24: 77ARTEMIS (Espagne), encore en lice
  25: 78935 (Espagne), encore en lice
  26: 78sisco (France), encore en lice
  27: 7Berber7 (France), encore en lice
  28: 7canto11 (France), encore en lice
  29: 7superjoker (Espagne), encore en lice
  30: 84system (Espagne), encore en lice
  31: 87.JB.90 (Espagne), encore en lice
  32: 88LOREN88 (Espagne), encore en lice
  33: 94mille (France), encore en lice
  34: @DotitosViip (Portugal), encore en lice
  35: A.Oliveira10 (Portugal), encore en lice
  36: A.S.Roma18 (Portugal), encore en lice
  37: A12@A22@ (France), encore en lice
  38: A3ponts (France), encore en lice
  39: AALuaAA (Portugal), encore en lice
  40: AAjin67 (France), encore en lice
  41: ALASAT3 (France), encore en lice
  42: ALTEZA (Espagne), encore en lice
  43: AMunozfo (Espagne), encore en lice
  44: APADAN21 (France), encore en lice
  45: ASGallego (Espagne), encore en lice
  46: AS_MaXGuN (Espagne), encore en lice
  47: ASymtpomatique (France), encore en lice
  48: AVFJ4 (Espagne), encore en lice
  49: AbdelHK93 (France), encore en lice
  50: Abse95 (Espagne), encore en lice
  51: Acord72 (Espagne), encore en lice
  52: Adolfo220419 (Espagne), encore en lice
  53: AdrianBufes (Espagne), encore en lice
  54: Adrivino15 (Espagne), encore en lice
  55: Adriypeter (Espagne), encore en lice
  56: AfonsoVideferre (Espagne), encore en lice
  57: Akiles9292 (Espagne), encore en lice
  58: Al3xandru.L (Espagne), encore en lice
  59: AlbanGS7 (Espagne), encore en lice
  60: AleCJ1984 (Espagne), encore en lice
  61: Aleksaaa13 (Espagne), encore en lice
  62: Alex17kuit (Espagne), encore en lice
  63: Alexantho2130 (France), encore en lice
  64: Alina198830 (Espagne), encore en lice
  65: Allicedreim (Espagne), encore en lice
  66: Alphonse3 (France), encore en lice
  67: Alter Brid8e (Espagne), encore en lice
  68: Alvagnum (Espagne), encore en lice
  69: AlvaroHcf98 (Espagne), encore en lice
  70: Alvarogalvez1 (Espagne), encore en lice
  71: AmbiPuur (Portugal), encore en lice
  72: AmparoZoRRon (Espagne), encore en lice
  73: Amsterdam974 (Réunion), encore en lice
  74: Amy93443 (Espagne), encore en lice
  75: AnaF82 (Portugal), encore en lice
  76: Anoun30 (France), encore en lice
  77: Antglez10 (Espagne), encore en lice
  78: Appletex2626 (France), encore en lice
  79: Argane42 (France), encore en lice
  80: Armboy888888 (France), encore en lice
  81: Arna-hud BZH (France), encore en lice
  82: ArquitectoAK (Espagne), encore en lice
  83: ArtBer00 (Espagne), encore en lice
  84: AtormentaO (Espagne), encore en lice
  85: AudemarssPiguet (France), encore en lice
  86: AuraGTO (Portugal), encore en lice
  87: Avilesino (Espagne), encore en lice
  88: Axligow (France), encore en lice
  89: Ayazini289 (France), encore en lice
  90: Aym789 (Espagne), encore en lice
  91: AzZPro04 (France), encore en lice
  92: BECAS852 (Portugal), encore en lice
  93: BELLOUMI83 (France), encore en lice
  94: BENJIHRD (Espagne), encore en lice
