PokerStars Tournoi #3511941542, No Limit Hold'em
Buy-in : €4.50/€0.50 EUR
1453 joueurs
Dotation totale : €6538.50 EUR 
Tournoi commencé 16/12/2022 17:00:00 CET [16/12/2022 11:00:00 ET]

  1: $angel777925 [2] (Espagne), encore en lice
  2: .maarcusOG (Espagne), encore en lice
  3: 0dablock (Portugal), encore en lice
  4: 101314 (Espagne), encore en lice
  5: 10redingtontomy [2] (Espagne), encore en lice
  6: 10tiburon (Espagne), encore en lice
  7: 1carrillo1 (Espagne), encore en lice
  8: 2eLixo (Brésil), encore en lice
  9: 3mdzh3y (Lettonie), encore en lice
  10: 5lobitos5 (Brésil), encore en lice
  11: 666raul666 (Portugal), encore en lice
  12: 66RERE (France), encore en lice
  13: 70rose (Portugal), encore en lice
  14: 77TIGERWHITE77 (France), encore en lice
  15: @zagor@za [2] (Espagne), encore en lice
  16: ABsalute23 (Kazakhstan), encore en lice
  17: ALEX_CBZN (Espagne), encore en lice
  18: ARodriRodri (Espagne), encore en lice
  19: AUDASTEL (Réunion), encore en lice
  20: Acex998 (Espagne), encore en lice
  21: AeOUI (France), encore en lice
  22: AgentD77 (France), encore en lice
  23: AlGasaax [2] (France), encore en lice
  24: AlanKuley (France), encore en lice
  25: AldoMoro588 (France), encore en lice
  26: AloAloe11 (Bélarus), encore en lice
  27: AndOlmI (Espagne), encore en lice
  28: AnderMuchES (Brésil), encore en lice
  29: Andrjey7777 (Ukraine), encore en lice
  30: Anom126 [2] (Espagne), encore en lice
  31: Asymar (Espagne), encore en lice
  32: AtariK08 (Espagne), encore en lice
  33: BARJAVEL75 [2] (France), encore en lice
  34: BUHOVERDE (Espagne), encore en lice
  35: BenClash [2] (France), encore en lice
  36: Benoît S (France), encore en lice
  37: Bonus4ever (Bélarus), encore en lice
  38: BrunoPireeeees (Portugal), encore en lice
  39: Bubbletea76000 (France), encore en lice
  40: CHAUNE666 (France), encore en lice
  41: CMBCosta (Portugal), encore en lice
  42: Califoc [2] (Espagne), encore en lice
  43: CallStanII (France), encore en lice
  44: Cheky_xsam (Espagne), encore en lice
  45: Crakers Hills (France), encore en lice
  46: Cucaum (Brésil), encore en lice
  47: CyberMent (Ukraine), encore en lice
  48: D$magister (Espagne), encore en lice
  49: DAMTSANG (France), encore en lice
  50: DB.XIV (Espagne), encore en lice
  51: DJEFFOUILLE (France), encore en lice
  52: Dama200006 (France), encore en lice
  53: Danster1968 [2] (Portugal), encore en lice
  54: DavGomez (Portugal), encore en lice
  55: Dawk1ns (Bélarus), encore en lice
  56: Denniisse (Portugal), encore en lice
  57: EL DRICKOS (France), encore en lice
  58: EVshka (Kazakhstan), encore en lice
  59: ElBoss Patrão (Portugal), encore en lice
  60: Elculebra15 (Espagne), encore en lice
  61: Ementasb (Portugal), encore en lice
  62: Emi.1606 (Espagne), encore en lice
  63: Eva_es (Bélarus), encore en lice
  64: ExtremoSPKS (Espagne), encore en lice
  65: FJR17 (Espagne), encore en lice
  66: FabioCampos13 (Brésil), encore en lice
  67: Fanchouf (France), encore en lice
  68: Fontao1922 (Portugal), encore en lice
  69: Frugi26 (France), encore en lice
  70: FunkyJam93 (Portugal), encore en lice
  71: GALACTIC K7 (France), encore en lice
  72: GE2224 (France), encore en lice
  73: Galiantador (Portugal), encore en lice
  74: GallardoTdl [2] (Espagne), encore en lice
  75: GioVs$s (Brésil), encore en lice
  76: Gora0316 (Espagne), encore en lice
  77: GouRo1 (France), encore en lice
  78: HMMVZ (Portugal), encore en lice
  79: HoracioRocha55 (Brésil), encore en lice
  80: Hybrishtar (Espagne), encore en lice
  81: Ivanov814 [2] (Espagne), encore en lice
  82: IveyZaur (Portugal), encore en lice
  83: JACKVS27 (France), encore en lice
