PokerStars Tournoi #3527082327, No Limit Hold'em
Buy-in : €4.50/€0.50 EUR
527 joueurs
Dotation totale : €6000.00 EUR 
Tournoi commencé 13/01/2023 17:00:00 CET [13/01/2023 11:00:00 ET]

  1: $pekt0r1 (Bélarus), encore en lice
  2: 1$11DUR (Espagne), encore en lice
  3: 10redingtontomy (Espagne), encore en lice
  4: 11ooduplica (Argentine), encore en lice
  5: 297diamond (Espagne), encore en lice
  6: 30/13-137 (Ukraine), encore en lice
  7: 66RERE [2] (France), encore en lice
  8: 85elputoamo (Espagne), encore en lice
  9: 8668CAZ (France), encore en lice
  10: 8Kimura (Ukraine), encore en lice
  11: ABPY (Espagne), encore en lice
  12: AFPLS (Espagne), encore en lice
  13: AROD4REAL (Espagne), encore en lice
  14: AeOUI (France), encore en lice
  15: Ajuantape (Espagne), encore en lice
  16: Alegria42 [2] (Espagne), encore en lice
  17: AlexisZ200 (Espagne), encore en lice
  18: Angeluis8 (Espagne), encore en lice
  19: AnibalXV (Espagne), encore en lice
  20: AnthoninM (France), encore en lice
  21: Arnedo13 [2] (Espagne), encore en lice
  22: AstorPt (Portugal), encore en lice
  23: BKF999 (France), encore en lice
  24: BLATO$PHERA (Kazakhstan), encore en lice
  25: BLUETHAI73 (France), encore en lice
  26: BOTE82 (Espagne), encore en lice
  27: BWhaleroos (Finlande), encore en lice
  28: BaLaLae4kA_AA (Bélarus), encore en lice
  29: Bashmachok10 (Kazakhstan), encore en lice
  30: BenRuu10 (Espagne), encore en lice
  31: Benoît S (France), encore en lice
  32: BionOgurcov (Ukraine), encore en lice
  33: BrancoWay (Portugal), encore en lice
  34: BrazaPT03 [2] (Portugal), encore en lice
  35: Brok3nHeart (Lituanie), encore en lice
  36: Caiman DLGR [2] (Espagne), encore en lice
  37: Carlospt97 (Portugal), encore en lice
  38: CarrapichoII (Brésil), encore en lice
  39: Carrasc 1986 (Espagne), encore en lice
  40: ChalsPoker (Espagne), encore en lice
  41: Chogan57Alex (France), encore en lice
  42: ChtiChris62 (France), encore en lice
  43: ComeSaySry (Bélarus), encore en lice
  44: Cris cervera (Espagne), encore en lice
  45: Davilon88 (Espagne), encore en lice
  46: Dawk1ns (Bélarus), encore en lice
  47: Dede571 (France), encore en lice
  48: Delprofi10 [2] (Espagne), encore en lice
  49: DiGaReI (Portugal), encore en lice
  50: DoNtShOwWoLF (Portugal), encore en lice
  51: Dreas178 (Kazakhstan), encore en lice
  52: Duboy36 (France), encore en lice
  53: EVshka (Kazakhstan), encore en lice
  54: Edddd9 (France), encore en lice
  55: EdekJ (Pologne), encore en lice
  56: Efrax (Espagne), encore en lice
  57: Elcocodemo (France), encore en lice
  58: EmmettBr (Réunion), encore en lice
  59: Ev_l0se (Bélarus), encore en lice
  60: Eva_es (Bélarus), encore en lice
  61: Faquinha7 (Portugal), encore en lice
  62: Farolillo1234 (Espagne), encore en lice
  63: Feexou (France), encore en lice
  64: Fenix199317 (Espagne), encore en lice
  65: Fiservices (France), encore en lice
  66: FishFromParis (Ukraine), encore en lice
  67: FlopRider (Portugal), encore en lice
  68: Florentywit95 (France), encore en lice
  69: FlávioMatias (Portugal), encore en lice
  70: Fustang91 (France), encore en lice
  71: G.R.N.35 (Ukraine), encore en lice
  72: Gen0.66 [2] (France), encore en lice
  73: GhosTK0 (France), encore en lice
  74: GigaChad90 [2] (Portugal), encore en lice
  75: Gino-Vital4 (France), encore en lice
  76: Gra$quet [2] (Costa Rica), encore en lice
  77: Guille323232 (Espagne), encore en lice
  78: Guloso87 (Portugal), encore en lice
  79: Hualyu (Bélarus), encore en lice
  80: IKALKUNSKEN (Espagne), encore en lice
