PokerStars Tournoi #3858795460, No Limit Hold'em
Buy-in : €0.90/€0.10 EUR
372 joueurs
Dotation totale : €500.00 EUR 
Tournoi commencé 17/02/2025 15:45:00 CET [17/02/2025 9:45:00 ET]

  1: 1Frankk [2] (Espagne), encore en lice
  2: 1n5ane_pt (Portugal), encore en lice
  3: 20ara$ (Portugal), encore en lice
  4: 25DEMETRIO25 (Portugal), encore en lice
  5: 31totor66 (France), encore en lice
  6: 66RERE (France), encore en lice
  7: A#5IVÁN (Espagne), encore en lice
  8: AAKKLUCIANO (Espagne), encore en lice
  9: AK47POKERPRO (France), encore en lice
  10: Acidrick (France), encore en lice
  11: Afonso3005 [2] (Portugal), encore en lice
  12: Andreeaa201 [2] (Espagne), encore en lice
  13: Berkkk15 (France), encore en lice
  14: Beubeu9132 [2] (France), encore en lice
  15: Big_Victorya (Espagne), encore en lice
  16: C0y0te_27 (France), encore en lice
  17: CCLuk (Espagne), encore en lice
  18: CarvalhoJoel (Portugal), encore en lice
  19: CasaNovaVNP (Portugal), encore en lice
  20: CriaoCuervo (Espagne), encore en lice
  21: CubinessOrigi (Ukraine), encore en lice
  22: CukiBass (Espagne), encore en lice
  23: DEGhoto48 (France), encore en lice
  24: DanCaEs (Espagne), encore en lice
  25: DarKud (Espagne), encore en lice
  26: Deblas10426 (Espagne), encore en lice
  27: Diegote5050 (Espagne), encore en lice
  28: Diver621 (France), encore en lice
  29: EL TIO PEP (Espagne), encore en lice
  30: ElmerGruñom (Espagne), encore en lice
  31: EpiKo0106 (Espagne), encore en lice
  32: Ersast (Portugal), encore en lice
  33: FJCC180 (Espagne), encore en lice
  34: FOYOT69100 (France), encore en lice
  35: FRAILE1972 (Espagne), encore en lice
  36: Flyingman14 (Espagne), encore en lice
  37: Foulous23 (France), encore en lice
  38: GREMLINGS 33 (France), encore en lice
  39: GROS_A2 (France), encore en lice
  40: GUYOMTELL (France), encore en lice
  41: Gabri816 (Espagne), encore en lice
  42: Gallahad_89 (Espagne), encore en lice
  43: Gandia199 (Espagne), encore en lice
  44: Gomes86pt (Portugal), encore en lice
  45: Graudha91 (France), encore en lice
  46: GuillermoBai [2] (Espagne), encore en lice
  47: Heel97 (Brésil), encore en lice
  48: Heilak (Espagne), encore en lice
  49: Hualcu (Espagne), encore en lice
  50: JARETT15 [2] (France), encore en lice
  51: JPH74 (France), encore en lice
  52: JPhiRoy (France), encore en lice
  53: J_MirFer (Espagne), encore en lice
  54: Jgzovyhb (France), encore en lice
  55: Jose22a (Espagne), encore en lice
  56: Jramon115 (Espagne), encore en lice
  57: Jrba2 (Espagne), encore en lice
  58: Juansiit (Espagne), encore en lice
  59: KaZAillE (France), encore en lice
  60: Kanary214 (Espagne), encore en lice
  61: Kanciel (France), encore en lice
  62: Kk081104 (France), encore en lice
  63: Koubekoube (France), encore en lice
  64: L' Emir Abel (France), encore en lice
  65: L'irishdud78 [2] (France), encore en lice
  66: Liam132021 [2] (Espagne), encore en lice
  67: Loma-Namber1 (Ukraine), encore en lice
  68: Luchinhoo. (Espagne), encore en lice
  69: LyssovAK (France), encore en lice
  70: MJCQ14 (France), encore en lice
  71: Marmoune (France), encore en lice
  72: Miguiastur (Espagne), encore en lice
  73: Naler233 (Arménie), encore en lice
  74: NickNico888 (Portugal), encore en lice
  75: Nickot94 (Ukraine), encore en lice
  76: OOOsnoockOOO (France), encore en lice
  77: OksaOr15 (France), encore en lice
  78: OnlyDZ (France), encore en lice
  79: Orels25 (France), encore en lice
  80: P3drot3 (Espagne), encore en lice
  81: POTYTOP (France), encore en lice
  82: PaPaTUdo8925 (Portugal), encore en lice
  83: Pasdeouf (France), encore en lice
  84: Paulita2004 (Espagne), encore en lice
  85: Pelu69 (Espagne), encore en lice
  86: Percu32 (France), encore en lice
  87: Permichano (Espagne), encore en lice
  88: Pikapu20 (Portugal), encore en lice
  89: Pistolas9916 (Espagne), encore en lice
  90: PublicEnemy1981 [2] (Espagne), encore en lice
  91: QS.warriors (France), encore en lice
  92: Quintopus (France), encore en lice
  93: RYANLWK (Espagne), encore en lice
  94: RaaiseOrDie [2] (Espagne), encore en lice
  95: Raphael481 (Portugal), encore en lice
  96: Raphcam75012 (France), encore en lice
  97: Reblash (Espagne), encore en lice
  98: Roota8 [2] (Espagne), encore en lice
