PokerStars Tournoi #3515792852, No Limit Hold'em
Buy-in : €4.50/€0.50 EUR
906 joueurs
Dotation totale : €5000.00 EUR 
Tournoi commencé 20/12/2022 17:00:00 CET [20/12/2022 11:00:00 ET]

  1: # BRUX010 # (Brésil), encore en lice
  2: **Osperamo** [2] (Espagne), encore en lice
  3: 10redingtontomy (Espagne), encore en lice
  4: 11ooduplica (Argentine), encore en lice
  5: 13eXpresSif (France), encore en lice
  6: 1NorthStar1 (Portugal), encore en lice
  7: 1Unisex1 (Espagne), encore en lice
  8: 1warrior202 [2] (Portugal), encore en lice
  9: 27nerub (Portugal), encore en lice
  10: 2eLixo (Brésil), encore en lice
  11: 69patrao69 (Portugal), encore en lice
  12: 77angevert77 (France), encore en lice
  13: 888pokeer (Espagne), encore en lice
  14: 8Kimura (Ukraine), encore en lice
  15: 9sifo9 (France), encore en lice
  16: @zagor@za (Espagne), encore en lice
  17: AAronlDD93 (France), encore en lice
  18: AFPortela (Brésil), encore en lice
  19: AKIMOURA30 (France), encore en lice
  20: ALAINNATURE (France), encore en lice
  21: ALEXmvpALEX (Lituanie), encore en lice
  22: ALLIN1WAHL (Espagne), encore en lice
  23: ASER20 (Espagne), encore en lice
  24: AbrahamPerales (Espagne), encore en lice
  25: Aipeyo [2] (Espagne), encore en lice
  26: Alex1TSY (Ukraine), encore en lice
  27: AlexBlack1kk (Ukraine), encore en lice
  28: Allen.PK (Portugal), encore en lice
  29: AllezORvoir (France), encore en lice
  30: AloAloe11 (Bélarus), encore en lice
  31: Amades78 [2] (France), encore en lice
  32: AmbasadorPro (Ukraine), encore en lice
  33: Andrea19972016 [2] (Portugal), encore en lice
  34: Andrik esp (Espagne), encore en lice
  35: Antonioesp9 (Espagne), encore en lice
  36: Anybos (Ukraine), encore en lice
  37: Aria44 [2] (Espagne), encore en lice
  38: Arnedo13 (Espagne), encore en lice
  39: AroundMyWorld (France), encore en lice
  40: Asphyxie69 (France), encore en lice
  41: Augustin57 (France), encore en lice
  42: AwiitaninioO (Espagne), encore en lice
  43: Babyfishka66 (Ukraine), encore en lice
  44: Barth157 (Brésil), encore en lice
  45: Bascu9 (Espagne), encore en lice
  46: Bate as nossas (Brésil), encore en lice
  47: BdeBrava (Mexique), encore en lice
  48: Benziggystardus (France), encore en lice
  49: Beto66Moreno (Espagne), encore en lice
  50: Bielx500 (Espagne), encore en lice
  51: Billth2164 (France), encore en lice
  52: BombayGordon (Lettonie), encore en lice
  53: Borjandiari (Espagne), encore en lice
  54: BrazaPT03 (Portugal), encore en lice
  55: Brok3nHeart (Lituanie), encore en lice
  56: BrunaFornazier (Brésil), encore en lice
  57: BugsyJN1969 (Portugal), encore en lice
  58: CAL1DOS0 (Espagne), encore en lice
  59: CDellagustin (Brésil), encore en lice
  60: CHEYENNE4430 (France), encore en lice
  61: CHICLERO (Espagne), encore en lice
  62: Cabezalexx (Espagne), encore en lice
  63: Cabreira22 (Portugal), encore en lice
  64: Caiman DLGR [2] (Espagne), encore en lice
  65: Captaintamerre (France), encore en lice
  66: Captnglou (France), encore en lice
  67: CarlosGates8 (Espagne), encore en lice
  68: Carlos_Luperez [2] (Espagne), encore en lice
  69: Cheky_xsam (Espagne), encore en lice
  70: Christy189 (Espagne), encore en lice
  71: CoelhooPKR (Portugal), encore en lice
  72: Coin97 (Espagne), encore en lice
  73: Cris1898 (Espagne), encore en lice
  74: Cunhz (Portugal), encore en lice
  75: CyberMent (Ukraine), encore en lice
  76: DIMI_YOVI (Espagne), encore en lice
